#
#      RegulonDB is free for academic/noncommercial use 
# 
#      User is not entitled to change or erase data sets of the RegulonDB 
#      database or to eliminate copyright notices from RegulonDB. Furthermore, 
#      User is not entitled to expand RegulonDB or to integrate RegulonDB partly 
#      or as a whole into other databank systems, without prior written consent 
#      from CCG-UNAM. 
# 
#      Please check the license at http://regulondb.ccg.unam.mx/menu/download/full_version/terms_and_conditions.jsp 
# 
# Citation 
# 
#      Gama-Castro S. et al. (2016). "RegulonDB version 9.0: high-level integration of gene regulation, coexpression, motif clustering and beyond". 
#      Nucleic Acids Res. 2016 Jan 4;44(D1):D133-43. doi: 10.1093/nar/gkv1156. Epub 2015 Nov 2. 
# 
# 
# Contact 
# 
#      Person: RegulonDB Team 
#      Web Page: http://regulondb.ccg.unam.mx/menu/about_regulondb/contact_us/index.jsp 
#          (regulondb@ccg.unam.mx) 
# 
#

# Release: 9.1 Date: 04-07-2016
# ___________________________________________________________________________
#
# Columns:
#  (1) Transcription Factor (TF) name
#  (2) TUName (regulated)
#  (3) Regulatory effect of the TF on the regulated gene (+ activator, - repressor, +- dual, ? unknown)
#  (4) Evidence that supports the existence of the regulatory interaction
#
AccB	accBC[accBp]	-	[null]	Weak	
Lrp	dadAX[dadAp2]	-	[BPP, GEA, HIBSCS, SM]	Strong	
Lrp	dadAX[dadAp1]	-	[BPP, GEA, HIBSCS, SM]	Strong	
Lrp	dadAX[dadAp3]	-	[BPP, GEA, HIBSCS, SM]	Strong	
Lrp	fimAICDFGH[fimAp]	+	[BPP, HIBSCS, SM]	Strong	
Lrp	fimE[fimEp]	+	[GEA]	Weak	
Lrp	gcvTHP[gcvTp]	+	[GEA, SM]	Weak	
Lrp	gltBDF[gltBp]	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak	
Lrp	hdeAB-yhiD[hdeAp]	-	[AIBSCS, GEA]	Weak	
Lrp	ilvIH[ilvIp2]	-	[BCE, BPP, GEA, HIBSCS, SM]	Weak	
Lrp	ilvIH[ilvIHp1]	+	[BCE, BPP, GEA, HIBSCS, SM]	Weak	
Lrp	ilvL[ilvLp2]	-	[HIBSCS, SM]	Weak	
Lrp	ilvLXG_1G_2MEDA[ilvLp2]	-	[HIBSCS, SM]	Weak	
Lrp	kbl-tdh[kblp]	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak	
Lrp	leuE[leuEp]	-	[AIBSCS]	Weak	
Lrp	livJ[livJp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
Lrp	livKHMGF[livKp1]	-	[GEA]	Weak	
Lrp	lrp[lrpp]	-	[AIBSCS, BCE, GEA, HIBSCS, SM]	Weak	
Lrp	lysP[lysPp]	+	[BPP, GEA]	Strong	
Lrp	lysU[lysUp1]	-	[HIBSCS, SM]	Weak	
Lrp	malT[malTp]	+	[GEA]	Weak	
Lrp	micF[micFp]	-	[BPP, GEA]	Strong	
Lrp	ompC[ompCp1]	-	[AIBSCS, BPP, GEA]	Weak	
Lrp	ompC[ompCp2]	-	[AIBSCS, BPP, GEA]	Weak	
Lrp	ompC[ompCp3]	-	[AIBSCS, BPP, GEA]	Weak	
Lrp	oppABCDF[oppAp]	-	[BPP]	Strong	
Lrp	osmC[osmCp1]	-	[BPP, GEA, HIBSCS, SM]	Strong	
Lrp	osmC[osmCp2]	+	[BPP, GEA, HIBSCS, SM]	Strong	
Lrp	osmY[osmYp]	-	[BPP, GEA, HIBSCS]	Strong	
Lrp	rrsA-ileT-alaT-rrlA-rrfA[rrsAp1]	-	[BCE, BPP]	Weak	
Lrp	rrsB-gltT-rrlB-rrfB[rrsBp1]	-	[BPP, GEA, IEP]	Strong	
Lrp	rrsC-gltU-rrlC-rrfC[rrsCp1]	-	[BPP, IDA]	Strong	
Lrp	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]	-	[GEA]	Weak	
Lrp	rrsE-gltV-rrlE-rrfE[rrsEp]	-	[GEA]	Weak	
Lrp	rrsG-gltW-rrlG-rrfG[rrsGp1]	-	[GEA]	Weak	
Lrp	rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]	-	[GEA]	Weak	
Lrp	sdaA[sdaAp]	-	[AIBSCS]	Weak	
Lrp	serA[serAp2]	-	[BPP, GEA]	Strong	
Lrp	serA[serAp1]	+	[BPP, GEA]	Strong	
Lrp	serC[serCp]	+	[GEA, HIBSCS, SM]	Weak	
Lrp	serC-aroA[serCp]	+	[GEA, HIBSCS, SM]	Weak	
Lrp	ssrS[ssrSp1]	-	[BPP, GEA]	Strong	
Lrp	ssrS[ssrSp2]	-	[BPP, GEA]	Strong	
Lrp	ssrS-fau[ssrSp1]	-	[BPP, GEA]	Strong	
Lrp	ssrS-fau[ssrSp2]	-	[BPP, GEA]	Strong	
Lrp	stpA[stpAp1]	+	[BCE, BPP, GEA, HIBSCS]	Weak	
Lrp	yeiL[yeiLp]	+	[GEA, HIBSCS]	Weak	
Lrp	yojI[yojIp]	+	[GEA, ICWHO]	Weak	
LsrR	lsrACDBFG-tam[lsrAp]	-	[BPP, GEA, SM]	Strong	
LsrR	lsrRK[lsrRp]	-	[BPP, GEA, SM]	Strong	
LysR	lysA[lysAp]	+	[GEA]	Weak	
LysR	lysR[lysRp]	-	[GEA]	Weak	
MalI	malI[malIp]	-	[BCE, GEA, SM]	Weak	
MalI	malXY[malXp]	-	[BCE, GEA, SM]	Weak	
MalT	malEFG[malEp]	+	[AIBSCS, BPP, HIBSCS, SM]	Weak	
MalT	malK-lamB-malM[malKp]	+	[AIBSCS, BPP, HIBSCS, SM]	Weak	
MalT	malPQ[malPp]	+	[AIBSCS, BPP, SM]	Weak	
MalT	malS[malSp]	+	[AIBSCS, BCE]	Weak	
MalT	malZ[malZp]	+	[AIBSCS]	Weak	
MarA	acnA[acnAp2]	+	[BPP, GEA, HIBSCS]	Strong	
MarA	acrAB[acrAp]	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak	
MarA	acrZ[acrZp]	+	[GEA, IHBCE]	Weak	
MarA	fpr[fprp]	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak	
MarA	fumC[fumCp]	+	[BPP, GEA]	Strong	
MarA	hdeAB-yhiD[hdeAp]	-	[APPH, GEA, HIBSCS, SM]	Strong	
MarA	inaA[inaAp]	+	[BPP, GEA, HIBSCS]	Strong	
MarA	marRAB[marRp]	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak	
MarA	micF[micFp]	+	[AIBSCS, BPP, GEA, HIBSCS]	Weak	
MarA	nfo[nfop]	+	[AIBSCS, GEA, HIBSCS]	Weak	
MarA	nfsB[nfsBp]	+	[BPP, GEA, HIBSCS]	Strong	
MarA	poxB[poxBp]	+	[GEA, HIBSCS]	Weak	
MarA	pqiAB[pqiAp1]	+	[BPP, GEA, HIBSCS]	Strong	
MarA	purA[purAp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
MarA	putA[putAp]	+	[GEA]	Weak	
MarA	rob[robp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
MarA	slp-dctR[slpp]	-	[GEA, HIBSCS]	Weak	
MarA	sodA[sodAp]	+	[BPP, HIBSCS]	Strong	
MarA	tolC-ygiABC[tolCp4]	+	[AIBSCS, GEA]	Weak	
MarA	tolC-ygiABC[tolCp3]	+	[AIBSCS, GEA]	Weak	
MarA	waaYZ[rfaYp]	+	[GEA, HIBSCS]	Weak	
MarA	ybaO[ybaOp]	+	[AIBSCS]	Weak	
MarA	ybjC-nfsA-rimK-ybjN[ybjCp]	+	[BPP, GEA, HIBSCS]	Strong	
MarA	yncE[yncEp]	+	[GEA, HIBSCS]	Weak	
MarA	zwf[zwfp]	+	[BPP, GEA, HIBSCS]	Strong	
MarR	marRAB[marRp]	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak	
MatA	ecpA[matBp5]	+	[BPP]	Strong	
MatA	ecpR[matAp1]	+	[BPP]	Strong	
MatA	flhDC[flhDp]	-	[BPP, GEA]	Strong	
MatA	flhDC[flhDp2]	-	[BPP, GEA]	Strong	
MatA	fliAZ-tcyJ[fliAp1]	-	[BPP]	Strong	
MatA	fliC[fliCp]	-	[BPP]	Strong	
MazE	mazEFG[mazEp1]	-	[BCE, GEA, SM]	Weak	
MazE	mazEFG[mazEp2]	-	[BCE, GEA, SM]	Weak	
MazE-MazF	mazEFG[mazEp1]	-	[BCE, GEA, SM]	Weak	
MazE-MazF	mazEFG[mazEp2]	-	[BCE, GEA, SM]	Weak	
McbR	mcbA[mcbAp5]	-	[BPP, GEA]	Strong	
McbR	yciG[yciGp]	+	[BPP, GEA]	Strong	
McbR	yciGFE[yciGp]	+	[BPP, GEA]	Strong	
MelR	melAB[melAp]	+	[BPP, GEA, HIBSCS, SM]	Strong	
MelR	melR[melRp]	+	[BPP, GEA, SM, HIBSCS]	Strong	
MetJ	ahpCF[ahpCp]	-	[AIBSCS]	Weak	
MetJ	folE-yeiB[folEp]	-	[AIBSCS, BPP, GEA]	Weak	
MetJ	metA[metAp1]	-	[AIBSCS, BCE, BPP, GEA]	Weak	
MetJ	metBL[metBp]	-	[AIBSCS, GEA]	Weak	
MetJ	metC[metCp]	-	[BPP]	Strong	
MetJ	metE[metEp]	-	[BPP]	Strong	
MetJ	metF[metFp]	-	[AIBSCS, BCE, SM]	Weak	
MetJ	metK[metKp]	-	[AIBSCS]	Weak	
MetJ	metNIQ[metNp]	-	[AIBSCS, GEA, HIBSCS]	Weak	
MetJ	metR[metRp1]	-	[BPP]	Strong	
MetJ	metR[metRp2]	-	[BPP]	Strong	
MetR	glyA[glyAp]	+	[BPP, GEA, HIBSCS, SM, IMP]	Strong	
MetR	hmp[hmpAp]	+	[BPP, GEA, HIBSCS, IMP, SM]	Strong	
MetR	metE[metEp]	+	[BPP, GEA, HIBSCS]	Strong	
MetR	metH[metHp]	+	[GEA, HIBSCS]	Weak	
MetR	metR[metRp1]	-	[BPP, GEA, HIBSCS]	Strong	
MetR	metR[metRp2]	-	[BPP, GEA, HIBSCS]	Strong	
MhpR	mhpABCDFE[mhpAp]	+	[BCE, GEA, HIBSCS, SM]	Weak	
Mlc	malT[malTp]	-	[BCE, GEA, HIBSCS]	Weak	
Mlc	manXYZ[manXp]	-	[BCE, GEA]	Weak	
Mlc	mlc[mlcp1]	-	[BCE, GEA, HIBSCS]	Weak	
Mlc	mlc-ynfK[mlcp2]	-	[BCE, GEA, HIBSCS]	Weak	
Mlc	ptsG[ptsGp1]	-	[BPP, GEA, HIBSCS]	Strong	
Mlc	ptsG[ptsGp2]	-	[BPP, GEA, HIBSCS]	Strong	
Mlc	ptsHI-crr[ptsHp4]	-	[BPP, GEA, HIBSCS]	Strong	
MlrA	cadC[cadCp]	+	[BPP, HIBSCS]	Strong	
MlrA	csgDEFG[csgDp1]	+	[BPP, GEA]	Strong	
MlrA	ibaG[ibaGp2]	+	[BPP, HIBSCS]	Strong	
MlrA	rplU-rpmA[rplUp]	+	[BPP, HIBSCS]	Strong	
MngR	mngAB[mngAp]	-	[BPP, GEA, HIBSCS]	Strong	
MngR	mngR[mngRp]	-	[BPP, GEA, HIBSCS]	Strong	
MntR	dps[dpsp]	-	[GEA, HIBSCS]	Weak	
MntR	mntH[mntHp]	-	[AIBSCS, BPP, GEA]	Weak	
MntR	mntP[mntPp]	+	[GEA, HIBSCS]	Weak	
MntR	rybA-mntS[rybAp]	-	[GEA, HIBSCS]	Weak	
ModE	deoCABD[deoCp2]	-	[BPP, GEA, HIBSCS]	Strong	
ModE	dmsABC[dmsAp2]	-	[BPP, GEA, HIBSCS, SM]	Strong	
ModE	hycABCDEFGHI[hycAp]	+	[BPP, GEA]	Strong	
ModE	moaABCDE[moaAp2]	+	[BPP, GEA]	Strong	
ModE	modABC[modAp]	-	[BPP, GEA, SM]	Strong	
ModE	napFDAGHBC-ccmABCDEFGH[napFp1]	+	[BPP, GEA, HIBSCS, SM]	Strong	
ModE	napFDAGHBC-ccmABCDEFGH[napFp2]	+	[BPP, GEA, HIBSCS, SM]	Strong	
ModE	narXL[narXp]	+	[BPP, GEA, HIBSCS]	Strong	
ModE	oppABCDF[oppAp]	-	[GEA]	Weak	
MprA	acrAB[acrAp]	-	[AIBSCS]	Weak	
MprA	mprA-emrAB[mprAp]	-	[BPP]	Strong	
MprA	nmpC[nmpCp]	-	[AIBSCS]	Weak	
MqsA	cspD[cspDp]	-	[BPP, GEA]	Strong	
MqsA	mqsRA[mqsRp]	-	[BPP, HIBSCS, IHBCE]	Strong	
MqsA	rpoS[rpoSp]	-	[BPP, GEA, IHBCE, SM]	Strong	
MraZ	mioC[mioCp]	-	[AIBSCS, BPP, GEA]	Weak	
MraZ	mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC[mraZp]	-	[AIBSCS, BPP, GEA, SM]	Weak	
MtlR	mtlADR[mtlAp]	-	[GEA]	Weak	
MurR	murQP[murQp1]	-	[BPP, GEA, ICWHO]	Strong	
MurR	murQP[murQp2]	-	[BPP, GEA, ICWHO]	Strong	
MurR	murR[murRp]	+-	[GEA, HIBSCS]	Weak	
Nac	asnC[asnCp]	-	[GEA, HIBSCS]	Weak	
Nac	asnC-mioC[asnCp]	-	[GEA, HIBSCS]	Weak	
Nac	asnC-mioC-mnmG[asnCp]	-	[GEA, HIBSCS]	Weak	
Nac	codBA[codBp]	+	[AIBSCS, BPP, GEA, SM]	Weak	
Nac	feaR[feaRp2]	+	[IHBCE]	Weak	
Nac	gabDTP[gabDp1]	+	[GEA, HIBSCS]	Weak	
Nac	gdhA[gdhAp1]	-	[GEA, HIBSCS]	Weak	
Nac	gltBDF[gltBp]	-	[GEA]	Weak	
Nac	nac[nacp]	-	[BPP, GEA, HIBSCS]	Strong	
Nac	nupC[nupCp]	+	[GEA]	Weak	
Nac	serA[serAp1]	-	[GEA, HIBSCS]	Weak	
Nac	ydcSTUV-patD[ydcSp1]	+	[GEA, HIBSCS, IDA]	Weak	
NadR	nadA-pnuC[nadAp]	-	[ICWHO, IMP]	Weak	
NadR	nadB[nadBp]	-	[AIBSCS, BPP, GEA, IMP]	Weak	
NadR	pncB[pncBp]	-	[AIBSCS]	Weak	
NagC	chbBCARFG[chbBp]	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak	
NagC	chiP-ybfN[chiPp]	-	[AIBSCS, BPP, GEA]	Weak	
NagC	creABCD[creAp]	-	[AIBSCS]	Weak	
NagC	dinI[dinIp]	-	[AIBSCS]	Weak	
NagC	feoABC[feoAp]	?	[AIBSCS]	Weak	
NagC	fimB[fimBp2]	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak	
NagC	galP[galPp]	-	[AIBSCS, BPP, SM]	Weak	
NagC	glmUS[glmUp1]	+	[BPP, HIBSCS, SM]	Strong	
NagC	glmUS[glmUp2]	-	[BPP, HIBSCS, SM]	Strong	
NagC	manXYZ[manXp]	-	[AIBSCS, BCE, GEA, HIBSCS]	Weak	
NagC	nagBAC-umpH[nagBp]	-	[BPP, GEA, SM]	Strong	
NagC	nagE[nagEp]	-	[BPP, GEA, SM]	Strong	
NagC	nanCM[nanCp]	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak	
NagC	nanCMS[nanCp]	-	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak	
NagC	ptsHI-crr[ptsHp4]	-	[AIBSCS]	Weak	
NagC	ptsHI-crr[ptsHp5]	-	[AIBSCS]	Weak	
NagC	ptsHI-crr[ptsHp3]	-	[AIBSCS]	Weak	
NagC	ydeNM[ydeNp]	-	[AIBSCS]	Weak	
NagC	ydeP[ydePp]	-	[AIBSCS]	Weak	
NanR	fimB[fimBp2]	+	[BPP, GEA, HIBSCS, SM]	Strong	
NanR	nanA[nanAp]	-	[BPP, GEA, SM]	Strong	
NanR	nanATEK-yhcH[nanAp]	-	[BPP, GEA, SM]	Strong	
NanR	nanCM[nanCp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
NanR	nanCMS[nanCp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
NanR	yjhBC[yjhBp2]	-	[BPP, GEA, SM]	Strong	
NarL	adhE[adhEp1]	-	[GEA, HIBSCS]	Weak	
NarL	adhE[adhEp2]	-	[GEA, HIBSCS]	Weak	
NarL	aspA[aspAp]	-	[BPP, GEA]	Strong	
NarL	aspA-dcuA[aspAp]	-	[BPP, GEA]	Strong	
NarL	caiF[caiFp]	-	[GEA]	Weak	
NarL	citCDEFXG[citCp2]	-	[AIBSCS]	Weak	
NarL	cydDC[cydDp]	+	[GEA, HIBSCS]	Weak	
NarL	dcuB-fumB[dcuBp]	-	[GEA, HIBSCS]	Weak	
NarL	dcuSR[dcuSp]	-	[BPP, GEA, HIBSCS]	Strong	
NarL	dmsABC[dmsAp1]	-	[BCE, BPP, HIBSCS]	Weak	
NarL	dpiBA[dpiBp]	-	[AIBSCS]	Weak	
NarL	dpiBA[dpiBp2]	-	[AIBSCS]	Weak	
NarL	fdhF[fdhFp]	-	[BPP, GEA]	Strong	
NarL	fdnGHI[fdnGp]	+	[BCE, BPP, GEA, HIBSCS, SM]	Weak	
NarL	focA-pflB[focAp1]	-	[BPP, GEA, HIBSCS]	Strong	
NarL	focA-pflB[focAp3]	-	[BPP, GEA, HIBSCS]	Strong	
NarL	frdABCD[frdAp]	-	[BPP, HIBSCS]	Strong	
NarL	hcp-hcr[hcpp]	+	[BPP, GEA, HIBSCS]	Strong	
NarL	hyaABCDEF[hyaAp]	-	[GEA, HIBSCS]	Weak	
NarL	hybOABCDEFG[hybOp1]	-	[GEA, HIBSCS]	Weak	
NarL	moeAB[moeAp]	+	[AIBSCS, GEA]	Weak	
NarL	napFDAGHBC-ccmABCDEFGH[napFp1]	-	[GEA, HIBSCS, SM]	Weak	
NarL	napFDAGHBC-ccmABCDEFGH[napFp2]	-	[GEA, HIBSCS, SM]	Weak	
NarL	narGHJI[narGp]	+	[BPP, GEA, HIBSCS, SM]	Strong	
NarL	narK[narKp1]	+	[BPP, HIBSCS, SM]	Strong	
NarL	nikABCDER[nikAp1]	-	[GEA]	Weak	
NarL	nirBDC-cysG[nirBp]	+	[BCE, BPP, GEA, SM]	Weak	
NarL	norVW[norVp]	-	[GEA, HIBSCS]	Weak	
NarL	nrfABCDEFG[nrfAp]	+	[AIBSCS, BPP, GEA, HIBSCS, SM]	Weak	
NarL	nuoABCEFGHIJKLMN[nuoAp2]	+	[GEA, HIBSCS]	Weak	
NarL	ogt[ogtp]	+	[BPP]	Strong	
NarL	torCAD[torCp]	-	[IMP]	Weak	
NarL	ubiCA[ubiCp]	-	[GEA]	Weak	
NarL	ydeP[ydePp]	+	[BPP, GEA]	Strong	
NarL	ydhYVWXUT[ydhYp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
NarL	yeaR-yoaG[yeaRp]	+	[AIBSCS, BPP, GEA]	Weak	
NarL	ynfEFGH-dmsD[ynfEp]	-	[AIBSCS, BPP]	Weak	
NarL	ytfE[ytfEp]	+	[AIBSCS]	Weak	
NarP	fdhF[fdhFp]	+	[GEA]	Weak	
NarP	fdnGHI[fdnGp]	-	[GEA, SM]	Weak	
NarP	hcp-hcr[hcpp]	+	[GEA, HIBSCS]	Weak	
NarP	hyaABCDEF[hyaAp]	-	[GEA, HIBSCS]	Weak	
NarP	napFDAGHBC-ccmABCDEFGH[napFp1]	+	[GEA, HIBSCS, SM]	Weak	
NarP	napFDAGHBC-ccmABCDEFGH[napFp2]	-	[GEA, HIBSCS, SM]	Weak	
NarP	nirBDC-cysG[nirBp]	+	[BCE, BPP, GEA, SM]	Weak	
NarP	norVW[norVp]	-	[GEA, HIBSCS]	Weak	
NarP	nrfABCDEFG[nrfAp]	+	[BPP, GEA, HIBSCS, SM]	Strong	
NarP	ydeP[ydePp]	-	[BPP, GEA]	Strong	
NarP	ydhYVWXUT[ydhYp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
NarP	yeaR-yoaG[yeaRp]	+	[AIBSCS, GEA]	Weak	
NarP	ytfE[ytfEp]	+	[AIBSCS]	Weak	
NemR	nemRA[nemRp]	-	[AIBSCS, BPP, GEA]	Weak	
NemR	nemRA-gloA[nemRp]	-	[AIBSCS, BPP, GEA]	Weak	
NhaR	nhaAR[nhaAp1]	+	[BCE, BPP, GEA]	Weak	
NhaR	osmC[osmCp1]	+	[BCE, GEA, SM]	Weak	
NhaR	pgaABCD[pgaAp]	+	[BPP, GEA, HIBSCS]	Strong	
NikR	nikABCDER[nikAp1]	-	[BPP]	Strong	
NimR	nimR[nimRp]	-	[BPP, GEA, ICWHO]	Strong	
NimR	nimT[nimTp]	-	[BPP, GEA, ICWHO]	Strong	
NorR	norR[norRp]	-	[AIBSCS, BPP, GEA]	Weak	
NorR	norVW[norVp]	+	[AIBSCS, BPP, GEA]	Weak	
NrdR	nrdAB-yfaE[nrdAp]	-	[BPP, GEA, HIBSCS, SM]	Strong	
NrdR	nrdDG[nrdDp]	-	[BPP, GEA, HIBSCS]	Strong	
NrdR	nrdHIEF[nrdHp]	-	[BPP, GEA, HIBSCS]	Strong	
NsrR	aceEF[aceEp]	-	[GEA, HIBSCS]	Weak	
NsrR	bamE[bamEp]	-	[GEA, HIBSCS]	Weak	
NsrR	bdcA[bdcAp]	-	[GEA, HIBSCS]	Weak	
NsrR	cdd[cddp]	-	[GEA, HIBSCS]	Weak	
NsrR	dkgB[dkgBp]	-	[GEA, HIBSCS]	Weak	
NsrR	dsdC[dsdCp]	-	[GEA, HIBSCS]	Weak	
NsrR	feaB[feaBp1]	-	[GEA, HIBSCS]	Weak	
NsrR	feaR[feaRp2]	-	[GEA, HIBSCS]	Weak	
NsrR	fliAZ-tcyJ[fliAp1]	-	[GEA, HIBSCS, SM]	Weak	
NsrR	fliAZ-tcyJ[fliAp2]	-	[GEA, HIBSCS]	Weak	
NsrR	grxD[grxD]	-	[GEA, HIBSCS]	Weak	
NsrR	hcp-hcr[hcpp]	-	[BCE, GEA, HIBSCS, SM]	Weak	
NsrR	hmp[hmpAp]	-	[AIBSCS, GEA, HIBSCS]	Weak	
NsrR	hycABCDEFGHI[hycAp]	-	[GEA, HIBSCS]	Weak	
NsrR	hypABCDE[hypAp]	-	[GEA, HIBSCS]	Weak	
NsrR	hypABCDE-fhlA[hypAp]	-	[GEA, HIBSCS]	Weak	
NsrR	lrp[lrpp]	-	[GEA, HIBSCS]	Weak	
NsrR	mepH[ydhOp]	-	[GEA, HIBSCS]	Weak	
NsrR	mhpT[mhpTp]	-	[GEA, HIBSCS]	Weak	
NsrR	ndh[ndhp]	-	[GEA, HIBSCS]	Weak	
NsrR	norR[norRp]	-	[GEA, HIBSCS]	Weak	
NsrR	nrfABCDEFG[nrfAp]	-	[BCE, GEA, HIBSCS, SM]	Weak	
NsrR	pgpC-tadA[pgpCp]	-	[GEA, HIBSCS]	Weak	
NsrR	rfe-wzzE-wecBC-rffGHCA-wzxE-rffT-wzyE-rffM[rfep]	-	[GEA, HIBSCS]	Weak	
NsrR	rybB[rybBp]	-	[GEA]	Weak	
NsrR	sodB[sodBp]	-	[AIBSCS, GEA]	Weak	
NsrR	sufABCDSE[sufAp]	-	[GEA, HIBSCS]	Weak	
NsrR	tehAB[tehAp]	-	[AIBSCS, GEA, HIBSCS]	Weak	
NsrR	thrS-infC[thrSp]	-	[GEA, HIBSCS]	Weak	
NsrR	thrS-infC-rpmI-rplT-pheMST-ihfA[thrSp]	-	[GEA, HIBSCS]	Weak	
NsrR	tsgA[tsgAp]	-	[GEA, HIBSCS]	Weak	
NsrR	waaH[yibDp1]	-	[GEA, HIBSCS]	Weak	
NsrR	ydbD[ydbDp]	-	[GEA, HIBSCS]	Weak	
NsrR	yeaE[yeaEp]	-	[GEA, HIBSCS]	Weak	
NsrR	yeaR-yoaG[yeaRp]	-	[AIBSCS, GEA]	Weak	
NsrR	ygbA[ygbAp]	-	[AIBSCS, GEA, HIBSCS]	Weak	
NsrR	ytfE[ytfEp]	-	[AIBSCS, GEA, HIBSCS, SM]	Weak	
NtrC	argT-hisJQMP[argTp]	+	[AIBSCS, GEA]	Weak	
NtrC	astCADBE[astCp2]	+	[AIBSCS, BPP, GEA]	Weak	
NtrC	cbl[cblp]	+	[GEA]	Weak	
NtrC	ddpXABCDF[ddpXp]	+	[AIBSCS, GEA]	Weak	
NtrC	glnA[glnAp1]	-	[BPP, GEA, HIBSCS, SM]	Strong	
NtrC	glnA[glnAp2]	+	[BPP, GEA, HIBSCS, SM]	Strong	
NtrC	glnALG[glnAp1]	-	[BPP, GEA, HIBSCS, SM]	Strong	
NtrC	glnALG[glnAp2]	+	[BPP, GEA, HIBSCS, SM]	Strong	
NtrC	glnHPQ[glnHp2]	+	[BPP, HIBSCS]	Strong	
NtrC	glnK-amtB[glnKp]	+	[HIBSCS]	Weak	
NtrC	glnLG[glnLp]	-	[BPP, HIBSCS, SM]	Strong	
NtrC	nac[nacp]	+	[HIBSCS]	Weak	
NtrC	patA[patAp]	+	[AIBSCS, GEA, IEP]	Weak	
NtrC	potFGHI[potFp1]	+	[GEA]	Weak	
NtrC	relA[relAp4]	+	[BPP, GEA]	Strong	
NtrC	rutABCDEFG[rutAp]	+	[AIBSCS, GEA]	Weak	
NtrC	yeaGH[yeaGp1]	+	[GEA]	Weak	
NtrC	yhdWXYZ[yhdWp]	+	[AIBSCS, GEA]	Weak	
OmpR	bolA[bolAp1]	-	[BPP, HIBSCS]	Strong	
OmpR	csgDEFG[csgDp1]	+	[BPP, GEA, HIBSCS]	Strong	
OmpR	dtpA[tppBp]	+	[BPP, GEA]	Strong	
OmpR	ecnB[ecnBp]	-	[HIBSCS]	Weak	
OmpR	fadL[fadLp]	-	[GEA, HIBSCS, SM]	Weak	
OmpR	flhDC[flhDp]	-	[HIBSCS]	Weak	
OmpR	micF[micFp]	+	[BPP, GEA, HIBSCS, SM]	Strong	
OmpR	nmpC[nmpCp]	-	[HIBSCS, SM]	Weak	
OmpR	ompC[ompCp1]	+	[BPP, GEA, HIBSCS, SM]	Strong	
OmpR	ompF[ompFp]	+	[BPP, GEA, HIBSCS, SM, AIBSCS, BCE]	Strong	
OmpR	omrA[omrAp]	+	[GEA, HIBSCS]	Weak	
OmpR	omrB[omrBp]	+	[GEA, HIBSCS]	Weak	
OmpR	pgaABCD[pgaAp]	-	[BPP, GEA, HIBSCS]	Strong	
OmpR	sra[srap]	-	[GEA]	Weak	
OxyR	ahpCF[ahpCp]	+	[BPP, GEA, HIBSCS]	Strong	
OxyR	ahpCF[ahpCp2]	+	[BPP, GEA, HIBSCS]	Strong	
OxyR	dps[dpsp]	+	[HIBSCS]	Weak	
OxyR	dsbG[dsbGp]	+	[BPP, GEA, HIBSCS]	Strong	
OxyR	fhuF[fhuFp]	-	[BPP, GEA, HIBSCS]	Strong	
OxyR	gntP[gntPp]	-	[GEA, HIBSCS]	Weak	
OxyR	gor[gorp]	+	[GEA]	Weak	
OxyR	grxA[grxAp]	+	[BPP, GEA, HIBSCS]	Strong	
OxyR	hcp-hcr[hcpp]	+	[BPP, GEA]	Strong	
OxyR	hemH[hemHp]	+	[BPP, GEA]	Strong	
OxyR	isrC-flu[flup]	-	[BPP, GEA, HIBSCS, SM]	Strong	
OxyR	katG[katGp]	+	[BPP, GEA, HIBSCS]	Strong	
OxyR	mntH[mntHp]	+	[AIBSCS, GEA, HIBSCS, SM]	Weak	
OxyR	oxyR[oxyRp]	-	[BPP, GEA, HIBSCS]	Strong	
OxyR	oxyS[oxySp]	+	[BPP, GEA, HIBSCS]	Strong	
OxyR	sufABCDSE[sufAp]	+	[BPP, GEA, SM]	Strong	
OxyR	trxC[trxCp]	+	[BPP, GEA, HIBSCS]	Strong	
OxyR	uof-fur[uofp]	+	[BPP, GEA, HIBSCS]	Strong	
