# conformaciones_activas.txt
# generated: 2018-08-14 11:48:25
# RegulonDB: 10.0, release: 18/06/18
# Manual processing: Edited MalT effectors column to include ATP and maltotriose as one effector. Changed all lines without a regulated TU tu TF_inactive.txt. All lines in TF_inactive.txt that had a regulated TU were moved here.
# Transcription Factor name	 Final State	Effector Name	Effect	Transcription Unit name	Evidences	Evidence type
ArcA	ArcA-Phosphorylated	Phosphate	-	rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	sdhCDAB-sucABCD	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	sodA	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	ssb	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	sucAB	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	sucABCD	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	tpx	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	ubiCA	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	uvrA	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArcA	ArcA-Phosphorylated	Phosphate	-	ydeA	[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgP	ArgP		+	dapB	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP		+	dapD	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP		+	dnaAN-recF	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP		+	gdhA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP		+	lysA	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP		+	lysC	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP		+	lysP	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP		+	nrdAB-yfaE	[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
ArgP	ArgP-arginine	L-arginine	+	argO	[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[AIFS|W|Automated inference of function from sequence]	Strong
ArgP	ArgP-arginine	L-arginine	-	argP	[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[AIFS|W|Automated inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	+	astCADBE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argA	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argCBH	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argD	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argE	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argF	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argG	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argI	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	argR	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	artJ	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	artPIQM	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	carAB	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	gltBDF	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	hisJQMP	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	lysO	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	metY	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArgR	ArgR-L-arginine	L-arginine	-	metY-rimP-nusA-infB-rbfA-truB-rpsO-pnp	[IDA|S|Inferred from direct assay],[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
ArsR	ArsR		-	arsRBC	[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
AscG	AscG		-	ascFB	[GEA|W|Gene expression analysis],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
AscG	AscG		-	htpG	[GEA|W|Gene expression analysis],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
AscG	AscG		-	prpR	[GEA|W|Gene expression analysis],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
AscG	AscG		-	ybiT	[GEA|W|Gene expression analysis],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[HIFS|W|Human inference of function from sequence]	Strong
AsnC	AsnC		+	asnA	[IPI|W|Inferred from physical interaction],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Weak
AsnC	AsnC		-	asnC	[IPI|W|Inferred from physical interaction],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Weak
AsnC	AsnC		-	asnC-mioC	[IPI|W|Inferred from physical interaction],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Weak
AsnC	AsnC		-	asnC-mioC-mnmG	[IPI|W|Inferred from physical interaction],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Weak
AtoC	AtoC-Phosphorylated	Phosphate	+	atoDAEB	[GEA|W|Gene expression analysis],[SM|S|Site mutation],[IPI|W|Inferred from physical interaction],[BPP|S|Binding of purified proteins],[AIFS|W|Automated inference of function from sequence],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
BCCP	BCCP		-	accBC		
BaeR	BaeR-Phosphorylated	Phosphate	+	acrD	[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
BaeR	BaeR-Phosphorylated	Phosphate	+	mdtABCD-baeSR	[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
BaeR	BaeR-Phosphorylated	Phosphate	+	spy	[GEA|W|Gene expression analysis],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins]	Strong
BasR	BasR-Phosphorylated	Phosphate	+	csgDEFG		
BasR	BasR-Phosphorylated	Phosphate	+	cspI		
BasR	BasR-Phosphorylated	Phosphate	+	dgkA		
BasR	BasR-Phosphorylated	Phosphate	+	fimB		
BasR	BasR-Phosphorylated	Phosphate	+	qseBC		
BasR	BasR-Phosphorylated	Phosphate	+	tomB-hha		
BasR	BasR-Phosphorylated	Phosphate	-	putA		
BasR	BasR-Phosphorylated	Phosphate	-	yrbL		
BetI	BetI		-	betIBA	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
BetI	BetI		-	betT	[GEA|W|Gene expression analysis],[APPH|S|Assay of protein purified  to homogeneity],[BPP|S|Binding of purified proteins],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
BirA	BirA-biotinyl-5'-adenylate	biotinyl-5'-adenylate	-	bioA	[SM|S|Site mutation],[IPI|W|Inferred from physical interaction],[HIFS|W|Human inference of function from sequence]	Strong
BirA	BirA-biotinyl-5'-adenylate	biotinyl-5'-adenylate	-	bioBFCD	[SM|S|Site mutation],[IPI|W|Inferred from physical interaction],[HIFS|W|Human inference of function from sequence]	Strong
BluR	BluR		-	ycgZ-ymgA-ariR-ymgC	[APPH|S|Assay of protein purified  to homogeneity],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
BolA	BolA		+-	ampC	[GEA|W|Gene expression analysis],[HIFS|W|Human inference of function from sequence]	Weak
BolA	BolA		+-	dacC	[GEA|W|Gene expression analysis],[HIFS|W|Human inference of function from sequence]	Weak
BtsR	BtsR-Phosphorylated	Phosphate	+	btsT	[IPI|W|Inferred from physical interaction],[APPHINH|S|Assay of protein purified to homogeneity from its native host],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	+	aaeXAB	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	+	acnA	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	+	acnB	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	+	acs-yjcH-actP	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
CRP	CRP-cAMP	cyclic-AMP	+	aer	[IHBCE|W|Inferred by a human based on computational evidence],[IMP|W|Inferred from mutant phenotype],[IPI|W|Inferred from physical interaction],[APPH|S|Assay of protein purified  to homogeneity],[APPP|W|Assay of partially-purified protein],[HIFS|W|Human inference of function from sequence],[IEP|W|Inferred from expression pattern]	Strong
