#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b4322//rpnB//b1391//b2628//
GO_0006139_4	b4366//b3949//b1236//b2442//b0348//b3941//b4392//b0543//b3136//b0583//b1060//b2666//b4471//b3496//b1279//b3640//b0263//b0731//b0577//b1304//b3412//b2065//b3474//b1891//b3330//b1778//b0134//b3753//b2430//mtnN//b1782//b1520//b1330//b0118//b1790//b3888//b0767//b0446//b1653//b0417//b3826//b4152//b2128//b2282//b0004//b4324//b2252//b3711//b4260//b1094//rhmR//b0657//b2385//b0131//b0752//b2640//b0938//b0947//b4378//b2370//b4501//b4501//b4339//b0178//b3301//b2435//b0376//b1004//b3491//b3192//b0318//b1800//b2717//b3747//b2255//b2149//b1878//b3129//b4022//b0608//b3950//b1821//b3670//b0436//b0376//b0754//b3463//b0861//b0968//b0779//b2183//b3073//b0577//b2531//b4602//b2594//b0957//b1347//b1619//b1557//b2109//b4252//b0226//b0440//b1499//b3924//b4317//b1109//b4401//b0060//b0304//b0341//b1508//b2334//b4039//b1874//b0804//b2600//b2994//b2281//b3415//b2508//b0363//b0930//b0446//b2027//b3258//b2918//b1136//b3680//b2675//b4129//b4039//b1427//b3813//b3265//b1235//b3567//b1141//b3081//b0182//b3584//b4401//b3603//b3604//b4532//b3620//b2437//b3453//b1039//b2544//b0323//hprR//b1710//b1234//b3974//b3237//b1111//b3336//b0863//b2465//b1901//b1422//b1993//b1798//b2933//b1501//b3023//b2709//b3330//b4415//b1257//b3349//b0192//b2788//b3786//b4027//b1738//b2576//b0178//b3020//b2147//b1089//b1252//b0734//b0889//b1285//b0794//b2616//b3514//b3403//b0777//b4388//b3930//b1835//b3255//b1122//b2157//b1900//b0680//b2178//b1552//b4363//b0526//b1093//b3579//b0110//b2302//selU//b2559//b0506//b4479//b0276//b0692//b2952//b0757//b0025//b2510//b1961//b4155//b0314//b1887//b3904//b0153//b2835//b4668//b0879//b4378//b0891//b3931//b1872//b2428//b1091//b2290//b1066//b2338//b2405//b4136//b3542//b0155//b3684//b3787//b3816//b2456//b2726//b4015//b4471//b3673//b1475//b1818//b0692//b3476//b4337//b3744//b3041//b4112//b0539//b3481//b0226//b4388//b3869//b0757//b1716//b0313//b1917//b1257//b3432//b1360//b2060//b3005//b1076//b4309//b1297//b3657//b3409//b4128//b1614//b0427//b0081//b3319//b3625//b4321//b2308//b3049//b1363//b3772//b0036//b0577//hxpB//b4340//b0627//b2587//b1136//b3622//b4022//b0144//b1587//b1998//b0756//b1678//b0413//b1439//mtnN//b3457//b3985//b0853//b2518//b3216//b4191//b2817//b0320//b1220//b4394//b3430//b0624//b1697//b4086//b1404//b2103//b3831//b0171//b3172//b3736//b2617//b2907//b0895//b2268//b1282//b0774//b2382//b2541//b3480//b2068//b1994//b2759//b1580//b1695//b1284//b2845//b3341//b3350//b2746//b0004//b2165//b3179//b0241//b3243//b4354//b3607//b0048//b3345//b0215//b2153//b1595//b4261//b0839//b0620//b1465//b2728//b3113//b0233//b3068//b0676//b3342//b1609//b2539//b3542//b3297//b1349//b3301//b1333//b0094//b2514//b4386//b2752//b2318//b2065//b1282//b0880//b1801//b3142//b4122//b3562//b0427//b4173//b0734//b1053//b0622//b2149//b2774//b0027//b4116//b2957//b0462//b0649//b4018//b3522//b1198//b2787//b0009//b3442//b1696//b4077//b3940//b4240//b0935//b1046//b1856//b0797//b1140//b1059//b4118//b2262//b2564//b3258//b0138//b0270//b3093//b0817//b2808//b0602//b4304//b0832//b1319//b0136//b3918//b3729//b3715//b1105//b0426//b2622//b3825//b1692//b0153//b3223//b1609//b0376//b4252//b3513//b3282//b3451//b0226//b3745//b0765//b0953//b4072//b0394//b4043//b3559//b2024//glsB//b2261//b1023//b0221//b4363//b0113//b4288//b3994//b2399//b1123//b2787//b1007//b0524//b4335//b0972//b0438//b4078//b0060//b3422//b3197//b4028//b2538//b4480//b3839//b0441//b1265//b0029//b0970//b2416//b3722//b2308//b0049//b3893//b2175//b4095//b4123//b4219//b2787//b0891//b3131//b0806//b0060//b2870//b3574//b1394//b2231//b1277//b0676//b0632//b1120//b2082//b0484//b3661//b1663//b0272//b3403//b0027//b1919//b0367//b0603//b0088//b2240//b3579//b3266//b1253//b4094//b2049//b4297//b2813//b2032//b3502//b1092//b1610//b2696//b2211//b4363//b0799//b1006//b3230//b0804//b2573//b2930//b2021//b2414//b3032//b1352//b2165//b2794//b0241//b1739//b1409//b2197//b1099//b1901//b1411//b3521//b0323//b0969//b0722//b2751//b0222//b2111//b3522//b4142//b0101//b3816//b0376//b1235//b2935//b3222//b1655//b4249//b3805//b0183//b3424//b1994//b4178//b0064//b0441//glsA//b1084//b1650//b3778//b0584//b3600//b3661//b0124//b0727//b0367//b2619//b1183//b2744//b1274//b2526//b1077//b4128//b0850//b0571//b2965//b0614//b0447//b1740//b2307//b1127//b1800//b2476//b4117//b1830//b2438//b1275//b3900//b3627//b3915//b0104//b1407//b1474//b0941//b3778//b3632//b0657//b1140//b1827//b0586//
GO_0006140_6	b3705//b0092//
GO_0006144_6	b3156//b3339//b0381//b1328//b4053//b2667//b2382//b2022//b2516//b2584//
GO_0006145_7	b0196//b1122//b0106//b3431//
GO_0006146_8	b2465//b1025//
GO_0006148_9	b0053//
GO_0006149_9	b0331//
GO_0006150_9	b1664//
GO_0006152_7	b2753//b1791//b3412//b4063//b3305//b3422//
GO_0006154_6	b3353//
GO_0006161_9	b4243//
GO_0006163_6	b2393//b4528//b3748//b2774//b2975//b0738//b1732//b3846//b3053//b1734//b0565//b0698//b0698//b3863//b4371//b2010//b0318//b1395//b0120//b3183//b3805//b2991//b2486//b1496//b1009//gapC//b2536//b4353//b4388//b0089//b3877//b2255//b0627//b3305//b3648//b0464//b3928//b3167//b0766//b0121//b3849//b0619//b2106//b3564//b0880//b1319//b3747//b0232//b3249//b4528//b2939//b2494//b2248//b4554//
GO_0006164_7	b1025//b4159//b0399//b4485//b2883//b3326//b2566//b3943//b1256//b2952//b3105//b4106//b3251//b2295//b4086//b1829//b4154//b0880//b3432//b0722//b3843//b3347//b2520//b3584//b1786//b0554//b2817//b3500//b3230//b3083//b3481//b2706//b3819//b1878//b0316//b2667//b2937//glsA1//b3075//b2092//
GO_0006165_7	b2802//b1790//b0983//b0031//b1009//b2759//b0097//b4054//b1827//b3780//b3232//b2927//b0655//b2149//b3052//b1533//b4166//b1786//b2813//
GO_0006166_6	b0739//b3630//
GO_0006167_6	b0237//
GO_0006168_7	b0557//b3236//
GO_0006171_9	b0784//
GO_0006172_9	b2212//
GO_0006177_9	b2283//b3518//b0131//
GO_0006178_7	b3019//
GO_0006183_9	b1731//
GO_0006188_9	b3138//b0982//b2289//b1062//
GO_0006189_10	b0871//b4230//
GO_0006195_7	b1902//b0605//
GO_0006203_8	b1109//b2208//
GO_0006206_6	b1741//b2545//b1270//b3096//b0836//b2628//b1110//b3310//b3635//b3746//b3673//b1035//b4191//b2603//b3744//b3659//b1222//b0452//b3252//b4327//b0891//b0386//b1499//b0739//b4380//b3011//
GO_0006207_8	b0603//b2801//b3603//b2491//b3640//
GO_0006208_7	b3096//b1234//b3585//b4235//b3686//b0529//b1091//b1227//b4097//b3544//b0946//b1981//b4312//
GO_0006209_6	b1207//
GO_0006210_8	b3208//
GO_0006212_6	b1302//b1638//b2542//b2830//b0152//b0674//b2234//b3659//b1871//b2330//b1162//
GO_0006213_6	b1786//b0518//b3651//b3295//b3554//b1702//b2365//b1857//b2840//b0429//b4050//b3993//b3719//b1878//b3670//b4098//
GO_0006216_9	b1078//
GO_0006217_9	b1306//
GO_0006218_9	b0076//
GO_0006220_6	b3779//b2717//b1883//b3748//b0091//b0967//b2874//b3511//b2149//b2507//b0629//b0949//b0860//b3891//b2955//b3936//b4224//b1009//b3066//b3986//
GO_0006221_7	b3253//b3344//b0802//b0554//b0831//b3249//b0242//b0409//b0810//b2253//b3049//b4539//b1697//
GO_0006222_9	b1011//
GO_0006225_9	b4101//
GO_0006226_9	b2963//b0853//
GO_0006227_9	b1076//
GO_0006231_9	b2498//
GO_0006233_9	b2406//
GO_0006235_9	b1339//
GO_0006241_9	b1622//
GO_0006244_7	b0651//b4231//b0378//b1973//b0428//b0878//b0009//
GO_0006259_5	b4046//b1603//b0956//b2942//b2412//mltG//b2415//b3887//b0543//b3131//b3244//b0956//b0592//b1241//b4171//b3005//b2134//b4092//b4019//b3869//b2058//b0765//b1619//bioP//b1397//b0123//b2587//b2791//b0863//b1741//b0956//b3887//b4299//b0546//b4311//b2756//b0072//b1312//b2470//b2511//b0539//b3895//b1736//b4063//b2980//b2178//b4261//b2069//b3057//b0557//b2511//b3651//b2373//b3140//b3304//b2828//b0597//b3190//b1900//b0071//b2405//b0805//b0797//b3666//b3749//b3221//b0653//b2955//b0857//b0738//b3140//b0785//b1545//b0378//b0144//b2740//b4384//b4099//b2581//b4378//b1912//b1398//b1324//b4484//b0480//b3721//b3871//b0722//b3600//b0688//b3785//b0795//b1204//b3562//b3344//b4288//b3370//b3912//b1467//b3317//b0299//b4367//b2334//b2516//b0437//b1652//b0842//b3251//b0129//b4375//b3041//b1874//b3540//b1575//b3113//b4174//b1809//b3700//b3624//b1124//b2843//b0587//b2544//b2438//b2107//b3132//b2975//b0776//b0316//b2704//b0329//b0662//b3394//b2256//b3258//b0781//b0104//b0026//b1477//b3960//b0099//b1439//b1939//b1130//b0687//b0176//b0768//b4149//
GO_0006260_6	bioD1//b1045//b2610//b1004//b1158//b2136//b1073//b1554//b0024//b4024//b3082//b3597//b2415//b3498//b3720//b1716//b1713//b1410//b1375//b0355//b2024//
GO_0006261_7	b3908//b2938//b0902//b3359//b0757//b4096//b4227//b2741//b0797//b0028//b0149//b3961//
GO_0006265_6	b0882//b0366//b2791//b3229//b2511//
GO_0006266_6	b1575//b3297//b1496//
GO_0006267_5	glsA//
GO_0006268_9	b2049//b0314//b2603//
GO_0006269_6	b3717//
GO_0006270_6	b1280//b1352//b0469//b0065//b1926//b4618//
GO_0006271_7	b0693//b3049//b1900//
GO_0006274_6	b1105//
GO_0006275_7	b1888//b4069//b4326//b2752//b4484//b3073//b2929//b2412//b2829//
GO_0006276_3	b0995//b2277//b3121//b3189//b3564//b1111//b1914//b3376//
GO_0006281_6	b1076//b3396//b3415//b4143//b0823//b2765//b0448//b2366//b3261//b1513//b0650//b3616//b1350//b1817//b3949//b3400//b0805//b3156//b4084//b0123//b2217//b2358//b3517//b2838//b0593//b2676//b3744//b4613//b2381//b1863//b4076//b1271//b2496//b1073//b1756//b3018//b2026//b1597//b3866//b1840//b3126//b4319//b3094//b3064//b4062//b0997//b0162//b2418//b2820//b3542//b1492//b4240//b2268//b1045//b2896//
GO_0006283_8	b2998//
GO_0006284_7	b4209//b0997//b1334//b3153//b3613//b0904//
GO_0006285_6	b1799//b3462//b1326//b3781//b3722//
GO_0006288_8	b3110//b2282//
GO_0006289_7	gapC//b4302//
GO_0006298_7	b0030//b0824//b4289//b2498//b2962//b2762//b1698//b0602//b4528//b3412//
GO_0006301_7	b3745//b2844//b3006//b1370//
GO_0006302_7	b3243//b3670//b1111//b2422//b1823//b1124//b0709//b0273//b1131//
GO_0006304_6	b4403//b3980//b0486//b3119//b3713//b2407//b0268//b3633//b3791//
GO_0006305_7	b3005//b2800//b4046//b1998//
GO_0006306_5	b3180//b1215//b4123//b4074//
GO_0006307_8	b3260//b0903//b2704//b4377//b2257//
GO_0006308_6	b2022//b0168//b4559//b1960//b2315//b2040//b3893//b1476//b0565//b0532//b1916//b3421//
GO_0006310_6	b2209//b3925//b1879//b2995//b3936//b3432//b4000//b3062//b4109//b0406//b3153//b1499//b0353//b1881//b3321//b0511//b2130//b2867//b4111//b1844//b2767//b3775//b3684//b0296//b0424//b0728//b0492//b2516//b0254//b3049//b0041//b3577//b1786//b3580//b0877//b0141//b3447//b1612//b0873//b0460//b3809//b0340//b0084//
GO_0006313_4	b4335//b2260//b2595//b1920//b1961//b0630//b4120//
GO_0006323_7	b0508//
GO_0006325_4	b1513//
GO_0006351_6	b2265//b2725//b0675//b3281//b3546//b1767//b2750//b2711//b0315//b2412//b1492//b0798//b4288//b1985//b3974//b4465//b3494//b3052//b0929//b4290//b2407//b0186//b1499//b0405//b3541//b1162//b3464//b0847//b3437//b1232//b0180//b2092//b2338//b1782//b0535//b3497//b1987//b0210//b3187//b2150//b2170//b3216//b2604//b3204//b2536//b2822//b2392//b4194//b0751//b1042//b1580//b1832//b1826//b2040//b2845//b3509//b4480//b3136//b0463//b1821//b2889//b0912//b1363//b1300//b4040//b3279//b3904//b3119//b3390//b1444//b2683//b3693//b1320//b3164//b3957//b3884//b2338//b2278//b0815//b3486//b2844//b2840//b3607//b0451//b3606//b2243//b1696//b2707//b4106//b2405//b3095//b2287//gapC//b2927//b0140//b2265//b1380//b0513//b2606//b3156//b0813//b4298//b4180//b3072//b0226//b3565//b3497//b3869//b1993//b3364//b3919//b1662//b4148//b2810//b1680//b0681//b2934//b0146//b1119//
GO_0006352_7	b4219//b3693//b0687//b0268//
GO_0006353_7	b0890//b3607//
GO_0006354_7	b3068//b3096//b0693//
GO_0006355_7	b2465//b1045//b2437//b3653//b3210//b3155//b2314//b0699//b2896//b3732//b1939//b1824//b3287//b3507//b1637//b0420//b3173//b2622//b3731//b3191//b0521//b2042//b0998//b2476//b2041//b3754//b4073//b4027//b2266//b0657//b1114//b0240//b3766//b3114//b4099//b0113//b2753//b2282//b4389//b1009//b4311//b2167//b0345//b3221//b3904//b1554//b3957//b0641//b2179//b2143//b3714//b4356//b0101//b1599//b1767//b0399//b3476//b2365//b3766//b3804//b2530//b2702//b3894//b3539//b3241//b0469//b2414//b3200//b0847//b1469//b2057//b3201//b1625//b2182//b0612//b0341//b2962//b3749//b4309//b1002//b2828//b2264//b0316//b0742//b3985//b3494//b4224//b4225//b0175//b1376//b2209//b2285//b1992//b2716//b1387//b0585//b1435//b1260//b2269//b0121//b3412//b1525//b2738//b4041//b2765//b4252//b0583//b4098//b2640//b2787//b0420//b4386//b4501//b0726//b0116//b2267//b2412//b2743//b1759//b3312//b2782//b4190//b0022//b2827//b2527//b2530//b4089//b0394//b2335//b3191//b4279//b2424//b4280//b3438//b0806//b3782//b2075//b0708//b3749//b1863//b2242//b2582//b4113//b3117//b3146//b2682//b3431//b3516//b1025//b4428//b3816//b0220//b3775//b1284//b0766//glsB//b2819//b3082//b3477//b4213//b1922//b1059//b3479//b2616//b0004//b1817//b0892//b4161//b0222//b3423//b2477//b1079//b1130//b2975//b1178//b0611//b2040//b0260//b2784//b1007//b2992//b3034//b2094//b1988//b2215//b0344//b0694//bioP//b3080//b2091//b0587//yjgX//b0212//b1370//b2867//b1823//b0233//b1835//b0221//b0797//b3725//b0159//b3962//b4122//b0450//b2578//b4289//b4550//b0113//b4141//b1738//b2199//b3061//b2491//b1188//b0796//b1035//b0133//b4062//b3712//b4361//b2584//b3623//b2289//b2904//b4120//b3880//b2479//b3965//b2417//b1468//b0423//b3205//b0798//b3845//b2500//b2022//b3727//b3091//b4171//b1447//b3949//b4173//b0348//b1829//b2320//b1865//b0810//b3183//b0903//b3176//b3358//b3782//b3407//b1379//b0750//b3110//b3500//b0973//b2897//b1932//
GO_0006357_8	rpnB//
GO_0006364_9	b2165//b2005//b3585//b0134//b3783//b1370//b0473//b0363//b3155//b3486//b2571//b1684//b4160//b3282//b2990//b3152//b0183//b1293//b0765//b4290//b0958//b4027//b1116//b0607//b2206//b4089//selU//b3185//b2640//b3869//b4246//b1606//b4393//b4465//b1902//b3072//b1377//b3366//b2262//b2077//b3691//b3625//b2491//
GO_0006378_8	b2942//b1493//
GO_0006379_8	b4401//
GO_0006382_8	b3744//
GO_0006396_7	b4668//b2143//b3834//b2350//b3708//b1723//b0265//b2010//b1874//b3994//b1953//b0065//b0139//b1281//b4240//b1086//b0905//b3478//b0481//b1482//b1539//b2407//b3843//b0890//b4311//b2092//b0570//b3500//b0507//b2994//b1865//b3389//b0575//b1590//b0929//b3572//b0002//b4053//b2501//b1623//b2180//b1859//b2787//b2715//b2242//b2745//b2064//b4170//b0212//b1386//b0019//b1099//b2393//b0908//b1243//b2195//b2980//b0160//b4117//b3986//b2818//b1363//b1342//b1791//b0797//b4304//b4160//b3281//b0232//b0400//b1236//b2289//b0517//b2622//b3702//b1340//b0528//b2208//b0941//b2065//b1926//b4467//b2268//b3464//b2376//b4143//b3005//b3940//b2729//b3563//b1878//b2392//b4268//b2905//b0778//b4115//b4064//b1714//b0742//b2634//b0071//b1280//
GO_0006397_8	b1860//b3794//msrQ//
GO_0006399_8	b0642//b2786//b0572//b1477//b0997//b1253//b1815//b4227//yeeL//b4468//b1953//b2980//b2243//b1474//b3364//b3643//b0804//b4268//b3166//b3385//b0996//b2527//b3712//b3807//b3601//b1833//b1601//b0038//b1131//b2699//b2091//b3010//b2761//b3216//b2170//b4383//b3983//b3933//b3766//b4467//b0103//b3406//b2133//b2502//b1261//b1139//b1712//b2019//b3510//b0406//b3883//b0245//b1245//b4187//b1650//b3539//b1960//b0546//b4160//b4664//b4309//b2620//b1801//b3067//b2318//b2575//b2744//b3438//b2178//b2278//b2677//b2808//b4067//b3062//b1347//b1197//b1320//b1350//b0323//b3493//b0268//b2502//
GO_0006400_7	b1006//b2047//b0459//b0815//b3318//b0195//b0594//b3791//b1038//b0586//b1812//b2497//b0464//b0641//b3390//b3542//b2910//b0438//b0121//b0410//b0343//b0687//b3311//b1162//b3591//b0817//b2282//b2674//b4513//b1006//b1831//b4222//b2422//b0420//b3839//b1339//b0432//b0652//b2584//b3142//b3029//glsA1//b0461//b1597//b3138//b3928//b0300//b3251//b4099//
GO_0006401_6	b2777//b2770//b3029//b2077//b4090//msrQ//b0592//b2313//b1612//b3249//b2701//b2733//b4078//b3637//b3405//b2835//b2688//b3636//b3510//b1642//b3549//b0974//
GO_0006402_7	b3647//b3132//b4175//b0329//b4152//b1890//b0129//b3983//b3240//b1851//b2801//
GO_0006412_6	b3707//b3703//b1896//b0184//b3221//b3880//b2409//b0741//b1930//b4291//b1896//b3950//b1246//b3156//b1329//b0265//b1202//b1440//b4162//b0265//b1290//b3189//b0636//b2423//b4377//b0731//b4118//b3304//b1884//b3605//b2910//b0262//b1651//b0242//b2291//b1089//b0509//b0340//b3046//b0732//b3501//b2132//b2179//b0571//b0467//b4114//b0980//b0314//b1377//b0511//b0377//
GO_0006413_4	b2989//b0765//b0811//
GO_0006414_6	b2734//b3353//b0939//b2094//b3238//b2131//b2808//b3057//b0973//
GO_0006415_7	b3075//b0475//b1185//b3081//b0356//b4064//b0762//
GO_0006417_7	b0829//b3823//b1166//b4298//b3749//b3110//b2890//b2994//b2256//b0881//b4415//b3433//b0608//b3306//b3204//b0781//b2479//b0446//b3300//b0584//b3627//b2065//b1569//b3857//b4279//b4243//b3533//b3516//b3046//b0576//b3481//b3823//b2731//b3131//b2103//b3187//b1650//b1120//b1533//
GO_0006418_7	b4106//b2338//b3364//b0333//b0904//b1205//b3024//b2609//b0718//b1944//b2567//b4144//b3396//b0336//b3832//b0159//b3347//b1432//b0476//b3204//b4586//b3460//b4073//b3983//b4279//
GO_0006419_8	b2209//
GO_0006420_8	b3745//
GO_0006421_8	b1508//
GO_0006422_8	b4339//
GO_0006423_8	b2094//
GO_0006424_8	b2306//b2796//
GO_0006425_8	b3476//
GO_0006427_8	b3456//
GO_0006428_8	b0042//
GO_0006429_8	b3010//
GO_0006430_8	b0775//b0378//
GO_0006431_8	b0757//
GO_0006432_8	b4314//b1646//
GO_0006433_8	b2252//
GO_0006434_8	b0276//
GO_0006435_8	b1713//
GO_0006436_8	b1415//
GO_0006437_8	b2683//
GO_0006438_8	b4063//
GO_0006446_8	b2759//b3712//b1427//b0659//b2896//b2906//b0305//
GO_0006448_8	b1592//b2781//b2421//b3264//b3021//
GO_0006450_4	b2947//b3771//b2157//b3784//b4323//b3029//b1352//b4147//b1902//b0795//
GO_0006451_7	b1279//
GO_0006457_3	b1272//b4189//b2995//b2897//b1976//b1800//b1686//b1333//b3884//b1475//b0628//b1378//b2745//b3057//b4120//b3395//b0840//b2042//b1888//b2883//b3221//b0121//b4235//b2910//b4324//b2563//b0007//b1178//b2925//b3680//b0425//b0473//b3140//b4174//b1842//b4392//b2614//b3625//b1133//b1141//
GO_0006458_4	b2587//b3822//b1203//b4259//b3371//b0002//b2121//b1479//
GO_0006464_6	b1826//b1644//b2017//b0877//b0870//glsA//b3771//b3720//b2424//b3429//b0597//b4470//b0813//b4350//b1798//b1211//b1086//b1892//b1002//b2058//b3738//b2154//b0808//b3847//b2624//b4194//b1883//b0627//b2104//b2215//b4004//b3403//b4075//b2946//b3227//b2292//b2370//b2836//b2458//b3765//qorA//b0444//b3558//b4004//b2368//b1262//b4070//b0543//b3062//b2745//b2336//b1093//b1696//b3571//b1014//b0683//b2328//b0726//b0545//b2707//b2797//b0346//b2599//b4544//b3594//b0578//b0793//b2167//b1059//b1960//b3336//b3989//b3424//b1293//b0733//b1841//b3779//b4124//b4117//b4214//b0796//b3651//b0433//b1391//b4123//b1010//b2741//b2865//b0240//b0492//b2777//b1883//b2567//b2965//b4177//b3916//b1094//b0208//b4245//b4132//b1300//b0176//b1079//b1139//b4664//b3702//b1860//b1859//b2414//b0408//b2132//b3149//b1291//b2821//b0091//b2367//b4304//b2483//b3559//b2167//b3682//b1679//b3030//b4025//b0794//b0172//b2699//rpnB//b3390//b2022//b3933//b2947//b2264//b0695//b3572//b0932//b4392//b2347//b2009//b4367//b4174//b3580//
GO_0006465_6	b2289//b1424//b3405//
GO_0006468_7	b3933//b0509//b0572//b2492//b1424//b2069//b0408//b1111//b0329//b3224//b0469//b4392//b2781//b1221//b2836//b3469//b2963//b4227//b3871//b2599//b2008//b1812//b0198//b1299//b1871//b2416//b0927//b3623//b0857//b1060//b3282//gapC//b0140//b4314//b3753//b3994//b1207//b3384//b4231//b3887//b2787//b4067//b2964//b1684//b4129//b1808//b0929//b3017//b1200//b3565//b3406//b4327//b2520//
GO_0006470_7	b2942//b3052//b0139//b2979//b2976//b3296//b3321//b4225//b2839//b4384//b2294//b2927//b2894//b0812//b1508//b1525//
GO_0006473_8	b4125//b4120//b2845//b1038//b2628//b0862//b1554//b0045//b3652//b2255//b4162//b3934//
GO_0006474_6	b3728//b0512//b1978//b1263//b3615//
GO_0006475_9	b2323//b1421//
GO_0006476_8	b0431//b0640//b4409//
GO_0006479_5	b2822//b1048//b2335//b0094//b0076//b1790//b3511//b2311//
GO_0006480_6	b0724//
GO_0006486_5	topAI//
GO_0006490_5	b1127//
GO_0006497_7	b4367//
GO_0006508_5	b1822//b0895//b2882//b1488//b3384//b1844//b0065//b3477//b1951//b1061//b0060//b2770//b2581//b4239//b0109//b4064//b1100//b3665//b4081//b1658//b2754//b2126//b0557//b2240//b0806//b3225//b2478//b2923//b3980//b2865//b2241//b3599//b2203//b3994//b0741//b3535//b3163//b1710//b1390//b1438//b4109//b1664//rpnB//b0115//b4393//b0929//b0819//b2933//b1110//b1335//b0727//b0314//b4027//b2241//b1723//
GO_0006515_7	b3412//b2078//b1297//b3990//
GO_0006517_6	b4415//b2456//b3144//b1525//
GO_0006518_5	b2782//b3226//b2753//b1394//b0790//b0262//b2211//b3765//b1089//b2806//b0349//b2801//b0863//b4361//b3885//b0889//b2748//b1881//b3846//b0641//b0553//b2561//b0225//b2026//b2934//b3960//b3476//b4662//b3129//b4092//b0264//b3240//b0903//b0967//b0404//b0463//b0305//b0846//b4139//b2248//b3619//b1333//b2062//b1338//b0239//b1413//b1113//b0179//b2827//b0273//b3806//b2514//b2175//b2048//b0265//b4040//b0298//b4559//b0949//b3721//b2993//b0937//b0153//b2451//b2438//b1004//b3715//b0020//b3952//b1021//b2106//b0195//b3363//b2282//b3127//b1160//b3766//
GO_0006520_4	b0091//b3772//b3672//b2611//b4298//b1128//b1807//b2800//b1824//b0508//b3875//b4036//b2842//b0426//b0618//b1335//b2241//b2703//b3601//b1679//b1296//b1139//b3546//b2113//b3152//b1890//b2903//b4304//b3194//b3167//b1207//b1466//b4481//b2511//b2138//b1314//b3476//b3687//b3057//b1165//b3486//b0969//b2835//b0428//b1330//hxpB//b3574//b0676//b2414//b1617//b0040//b0709//b0790//b3615//b3083//b1135//b0602//b1895//b1091//b4138//b4054//b3152//b0196//b0934//b1620//b0215//b3588//b1916//b1447//b0440//b3637//b0835//b4052//b2994//b1263//b0613//b4389//b4479//b1192//b1042//b3179//b2965//b1991//b4194//b2025//b0082//b1943//b1374//b3208//b4479//b4318//b1200//b1135//b2144//b2874//b0200//b3143//b3341//b4356//b0936//b0767//b1377//b3726//b3384//b2724//b0575//b3745//rpnA//b3228//b1759//b1895//b2005//b3717//b0177//b3019//b0783//b3358//b4481//b0460//b3119//b3240//b3679//b2676//b3172//b0604//b0709//b0123//b3713//b0101//b1835//b3121//b1848//b1245//b3105//b4040//bioP//b3936//b2748//b0198//b1805//b4073//b4524//b3205//b4130//b4388//b1544//b0009//b3751//b3390//b3628//b1763//b3198//b1594//b4559//b0183//b2845//b4191//b1830//b2349//b0912//b4480//b0077//b1107//b4043//b4111//b3594//b3128//b2248//b4155//b3357//b1945//b4094//b4090//b3952//b2344//b1388//b0441//b3804//b3793//b2320//b1045//b2793//b4084//b4220//b1694//b2040//b0032//b2294//b2980//b2038//b0369//b1122//b3528//b2569//b0408//b0062//b0158//b4565//b2157//b4106//b1778//b2208//
GO_0006521_6	b1441//b1075//b3659//
GO_0006522_7	b3089//b2757//b0314//b3240//b0779//b4393//b1091//
GO_0006523_8	b0222//b1884//b0693//b2086//
GO_0006524_8	b4169//b0840//b3567//
GO_0006525_7	b0448//b3428//b1872//b2498//b0008//b3952//b2465//b3339//b0356//b1724//yeeL//b3456//b3068//b1597//b2146//b3136//b3738//b0584//b0047//b3301//b3790//
GO_0006526_8	b3726//b3138//b3669//b3878//b3842//b4224//b2939//b0002//b4014//b0027//b1069//b2579//b2529//
GO_0006527_8	b3701//b2624//b2416//b2659//b3565//rpnB//b0300//b2765//b1740//
GO_0006528_6	b0073//b2796//b2939//b4033//
GO_0006529_7	b2354//b0856//
GO_0006530_7	b2314//b3032//
GO_0006531_7	b4565//b3577//b0754//b0070//b0070//b0265//b2910//b0432//
GO_0006532_8	b4020//b1271//
GO_0006534_6	b4453//b0844//b4087//b1603//b1656//b2980//b3301//b3470//b0276//b3564//b2430//b2248//b1297//
GO_0006535_8	b3711//b1642//b2131//
GO_0006536_7	b2405//b1879//b0113//b1394//b2306//b0828//b1592//b3130//b3556//b1110//b2943//b1823//b2130//b2930//b1776//
GO_0006537_8	b2634//b4471//b1165//b2508//b1642//b0167//b0245//
GO_0006538_8	b3347//b1961//
GO_0006541_7	b3556//b1201//b0910//b3386//b2964//b1805//b4316//b1884//b0376//b0622//b0449//b0060//
GO_0006542_8	b3782//b2144//
GO_0006543_8	b2627//b1684//b0463//b0948//
GO_0006544_5	b2521//b2052//b3456//rpnB//b1286//b0035//
GO_0006545_6	b0755//b4069//
GO_0006546_6	b0696//b3738//b3647//b1241//b2285//
GO_0006547_6	b3019//b3255//b2699//b2981//b3390//b3041//b2456//b0871//
GO_0006549_6	b0963//b4171//b4239//b4041//b1515//b1397//b3766//
GO_0006551_6	b2233//b3738//b3310//b4468//b3994//b2307//b3807//
GO_0006553_7	b3669//gapC//b1187//b3863//b2568//b4152//b3657//b0970//b0695//b2283//b1780//b2436//b1835//b1176//
GO_0006554_8	b1973//b2690//
GO_0006555_6	b2687//b1737//b3371//b2108//b0737//b0225//b3148//b1469//b0270//b1218//
GO_0006556_5	b1635//
