#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0972//b1692//xisR//b2897//
GO_0006139_4	b1015//b2686//b3640//b0779//b0752//b0771//b2904//b2714//b3247//b0802//b0272//b2994//b2751//b3046//b0111//b2758//b3687//b1863//b3012//b2867//b1077//b0650//b4099//b2509//b2323//b2634//b3500//b3884//b0052//b2407//b1991//b3024//b0486//b0367//b3628//b0969//b2422//b0793//b1791//b3812//b1645//b2407//b0932//b0718//b0641//b0451//b3028//b2702//b4093//b1265//b2728//b2566//b0727//b3878//b3188//b3690//b1505//b4354//b2154//b4154//b2253//b1236//b3673//b1284//b3857//b1917//b0177//b3704//b2302//b2389//b0153//b2575//b4376//b2560//b2255//b0978//b2234//b0875//b0697//b3888//b0127//b0131//b0334//b4322//b2896//b3897//b3583//b2609//b2607//b1787//b0504//b0363//b0550//b1707//b2022//b2677//b2548//b0804//b1625//b1698//b2053//b0779//b2565//b2571//b1185//b2603//b0097//b2592//b0049//b1852//b2712//b0032//b3563//b2569//b2314//b0175//b0172//b2557//b0210//b1127//b3679//b2696//b3619//b1320//b0774//b3751//b0476//b2582//b1695//b2829//b1166//b0969//b2378//b0076//b3842//bioP//b0444//b2248//b3179//b0264//b2716//b0591//b2788//b3501//b4168//b4219//b0061//b2575//b2135//b0904//b2557//b1081//b3878//b1853//b2077//b4032//b1125//b1951//b3408//b1686//b4665//b3321//b2052//b0043//b1398//b2752//b0033//b1276//b0052//b2667//b3993//b3910//b1198//b3834//b2949//b3740//b1160//b3632//b3132//b3567//b3747//b1650//b0870//b4532//b0982//b3722//b3906//b3949//b0448//b0174//b1612//b4097//b3203//b1601//b2061//b4201//b0491//b3139//b3901//b4365//b0731//b0882//b2061//b1526//b0139//b3872//b3715//b0151//b0081//b4024//b4378//b1821//b0738//hxpB//b0353//b2877//b2323//b1951//b1343//b1047//b3289//b1534//b1576//b3936//rpnA//b3997//b3201//b1324//b1448//b1334//b2758//b3316//b3017//b2183//b3743//b1622//b4075//b3900//b2558//b1278//b1993//b3197//b4471//b2328//b3156//b3116//b0092//b3049//b2706//b1508//b3424//b1250//b1506//b2975//b2733//b2616//b3662//b3210//b3060//b2620//b0363//b3195//b1200//b1243//b3146//b2526//b4220//b1655//b3115//b2125//b4520//b2182//b3300//b0757//b0687//b4141//b1829//b2916//b2787//b0890//b0592//b0398//b1129//b1256//b0601//b0035//b3296//b2750//insI3//b2615//b1684//b0426//b4040//b0318//b2024//b4046//b3451//b3829//b4014//b1435//b0918//b1266//b4511//b1132//b1338//b3019//b0539//b1204//b1790//b1440//b3050//b4033//b1476//b1521//b2560//b0080//b2514//b0069//b0811//b3727//b3927//b3394//b2992//b1945//b1176//b3474//b1424//b4113//b3049//b3812//b0241//b2604//b4481//b0185//b0721//b2335//b1380//b2965//b0064//b1130//b4116//b0572//b1701//b2987//b1953//b3786//b1069//b3842//rhmR//b2634//b2551//b2992//b2207//b0929//b3520//b1387//b2109//b0436//b0741//b3872//b2803//b1759//b0452//b3319//b4363//b4129//b2267//b2929//b0469//b0184//b1259//b1764//b0759//b1882//b4093//b2217//b2894//b0630//b1716//b0497//b2103//b2578//b4116//b4011//b3785//b3371//b3204//b1444//b0152//b0934//b0642//b0882//b0887//b4067//b0949//b0726//b0415//b3670//b3645//b2315//b2663//b3131//b0960//b3882//b0871//b2425//b4011//b3622//b1782//b1218//b4312//b3542//b3451//b2048//b2156//b4476//b3447//b3021//b0196//b4083//b1122//b4147//b0594//b1718//b2584//b3417//b4122//b2497//b2517//b4664//b2155//b1393//b4470//b2622//b1887//b3752//b2989//b3144//b2690//b3738//b0767//b1192//b1787//b3262//b0566//b0475//b1711//b0014//b0867//b2835//b1023//b2733//b3124//b0685//b2528//b3032//b2777//b2156//b2392//b2100//b0497//b1264//b1854//b2789//b2801//b2947//b3972//b1620//b3515//b1714//b3592//b3019//b3929//b2386//b1642//b4109//b2627//b1844//b1450//b4139//b3578//b3319//b0929//b2763//b0953//b2026//b2151//b0807//b3935//b2400//b3807//b3360//b2207//b0585//b2179//b3297//b1682//b3251//b3423//b1340//b0574//b0763//b3255//b0149//b1876//b0381//b0557//b4352//b3137//b1993//b0490//b1326//b3697//b0696//b1745//b2640//b2890//b2323//b2808//b0864//b1238//b4539//b0393//b2208//hexR//b3542//b4374//b1389//b3311//b3012//b2989//b1424//b3989//b3105//b0545//b3241//b2995//b3260//b4221//b0819//b0459//b1617//b0094//b1711//b1304//b1973//b1090//b1281//b3710//b2047//b3945//b3838//b3179//b2731//b0262//b3041//b0776//b1994//b1269//b1183//b0007//b3930//b3581//b3132//b0939//b4528//b4130//b2518//b1714//b0212//b3720//b1594//b1204//b3608//b1086//b0300//b0776//b2421//b0947//b2163//b2933//b1469//b1296//b3581//b3011//b0894//b3222//b0509//b1038//b2871//b1111//b4365//b1960//b3213//b2687//b0067//b0159//b0770//b1216//b2806//b3893//b2268//b2688//b3290//b4313//b2865//b3693//b2893//b2979//b0423//b1617//b1204//b3687//
GO_0006140_6	b2336//b2091//
GO_0006144_6	b1513//b2743//b2011//b0466//b1852//b0090//b2350//b2710//b2282//b0185//
GO_0006145_7	b0183//b4129//b2025//b2830//
GO_0006146_8	b3142//b3889//
GO_0006148_9	b3422//
GO_0006149_9	b2057//
GO_0006150_9	b1338//
GO_0006152_7	b3984//b2997//b0431//b3075//b3030//b2199//
GO_0006154_6	b3140//
GO_0006161_9	b0095//
GO_0006163_6	b1743//b0160//b0894//b0777//b0298//b3871//b0517//b1799//b3498//b1203//b1422//b2511//b0841//b2600//b2889//b1851//b3458//b0377//b0378//b3442//b4000//b3305//b2224//b4046//b0062//b1531//b3025//b3717//b3130//b3146//b3526//b0784//b0087//b0531//b3559//b1844//b4022//b0051//b2822//b0717//b0756//b0003//b2529//b0623//b0936//b2135//b1025//b1360//b1223//b1034//b1078//b1123//b2792//b2738//
GO_0006164_7	b0378//b0875//b3140//b3230//b2417//b2170//b0812//b0887//b1243//b0633//b3673//b2407//b3526//b0973//b2607//b1822//b3845//b2061//b0511//b1488//b0565//b1905//b0903//b1441//b2418//b2865//b1299//b3906//b4394//b0431//b1344//b2670//b4114//b0824//b3959//b3258//b2047//b0649//b0823//b1109//
GO_0006165_7	b2248//b3185//b2053//hxpA//b2483//b4227//mltG//b0948//b1513//b2616//b4259//b0073//b0428//b2519//b3720//b1432//b3950//b0957//b1716//
GO_0006166_6	b2806//b0957//
GO_0006167_6	b0692//
GO_0006168_7	b3265//b2367//
GO_0006171_9	b3567//
GO_0006172_9	b2735//
GO_0006177_9	b2686//b0378//b1188//
GO_0006178_7	b1090//
GO_0006183_9	b2785//
GO_0006188_9	b0871//b0010//b0792//b0210//
GO_0006189_10	b3894//b0061//
GO_0006195_7	b2423//b1876//
GO_0006203_8	b2320//b3503//
GO_0006206_6	b0507//b1293//b2665//b0368//b4099//b2991//b3386//b2381//b0336//b0859//b4289//b2678//b3234//b2630//b1914//b1482//b3295//b2161//b3604//b2350//b4350//b1243//b2052//b4093//b2761//b1440//
GO_0006207_8	b2211//b3828//b2289//b3476//b0336//
GO_0006208_7	b2129//b4318//b0025//b3553//b3790//b3786//b3894//b0350//b2177//b0511//b0850//b1873//b3974//
GO_0006209_6	b3371//
GO_0006210_8	b1955//
GO_0006212_6	b2661//b2511//b3454//b0827//b4471//b3230//b3813//b0864//b3661//b2133//b4252//
GO_0006213_6	b3621//b3721//b1808//b1133//b4169//b4115//b1007//b3476//b4468//b0995//b4289//b1930//b3223//b3163//b2246//glsB//
GO_0006216_9	b2689//
GO_0006217_9	b3375//
GO_0006218_9	b2430//
GO_0006220_6	b2436//b1223//b3040//b3073//b0846//b4565//b3295//b3943//b3475//b0168//b1216//b3316//b4288//b3210//b2378//b4192//b4173//b3765//b0183//b2128//
GO_0006221_7	b3262//b4039//b3787//b0795//b2753//b0835//b3909//b0592//b2752//b1602//b2830//b3816//b2406//
GO_0006222_9	b1133//
GO_0006225_9	b0381//
GO_0006226_9	b1075//b3235//
GO_0006227_9	b3534//
GO_0006231_9	b1852//
GO_0006233_9	b2428//
GO_0006235_9	b0071//
GO_0006241_9	b2817//
GO_0006244_7	b3866//b4070//b1892//b0734//b0556//b4092//b0334//
GO_0006259_5	b2294//b1873//b3437//b1535//b3881//b0588//b0490//b1135//b1953//b1993//b4352//b1563//b0809//b4474//b2758//b3307//b0509//b0763//b4480//b1967//b2240//b4128//b0688//b3519//b0988//b3192//b2677//b0946//b1450//b1125//b3318//b0154//b3244//b2939//b2600//b0089//b2038//b3024//b2627//b2240//b1090//b2069//b3805//b0254//b4637//b1644//b2570//b3780//b1732//b1300//b0479//b0124//b1739//b3317//b4177//b0414//b3926//b1285//b1269//b1516//b0049//b1985//b0723//b0688//b0243//b4300//b2799//b4041//b0316//b3403//b2393//b0043//b4326//b3651//b3320//b3813//b2436//yeeL//b1276//b1619//b3616//b0010//b0423//b3345//b4026//b2498//b3367//b0028//b0996//b3041//b2196//b0556//b2797//b0220//b4513//b0776//b3688//b2894//b1340//b0813//b3647//b0775//b0661//b3502//b2937//b2362//b3805//b0688//b3047//b1884//b3292//b4111//b4032//b0584//b2380//b2780//b0368//b4682//b3442//b2301//b0824//b2935//b2688//b4022//b0241//b1380//b3035//b2580//b0988//b4421//b3813//b1822//b2844//b2493//b1664//b0874//b2197//b0422//b3183//b3203//b3212//b1009//b3574//b0698//b4112//b2114//b2734//b2168//
GO_0006260_6	b3963//b1602//b0662//b4520//b0640//b2628//b0714//b1684//b4196//b0551//b0997//b0771//b4130//b3982//b4209//b1985//b4354//b0393//b0698//b0577//b1698//
GO_0006261_7	b0980//b1753//b1526//b2523//b0997//b2060//b4383//b2180//b0915//b1860//b3317//b3654//
GO_0006265_6	b3634//b1655//b3994//b0723//b3368//
GO_0006266_6	b2076//b0890//msrP//
GO_0006267_5	b1006//
GO_0006268_9	b1159//b0152//b1221//
GO_0006269_6	b0681//
GO_0006270_6	b1501//b2193//b4524//b1141//b1826//b2914//
GO_0006271_7	b2670//b3546//b2263//
GO_0006274_6	b1739//
GO_0006275_7	b3375//b2297//b1842//b4665//b2971//b0240//b2480//b4300//b3320//
GO_0006276_3	b0779//b1704//b0891//b2631//srkA//b1786//b3535//b0893//
GO_0006281_6	b0151//b1223//b4557//b1279//b3345//b3300//b0116//b1563//b1526//b4231//b0661//b3569//b1201//b2111//b3028//b3309//b4232//b0213//b3271//b2435//b2661//b0528//b4682//b0167//b3902//b0914//b2412//b3581//b4178//b2269//b3008//b4240//b2494//b2233//b0314//b1265//insI3//b1270//b4326//b0925//b1508//b1271//b0305//b0697//b2729//b3032//b3556//b0093//b0418//b4479//b2338//b1842//b0221//b3414//b2520//
GO_0006283_8	b1286//
GO_0006284_7	b0393//b3590//b1781//b4148//b1557//b3525//
GO_0006285_6	b0446//b2456//b3959//b4666//b2308//
GO_0006288_8	b1395//b2020//
GO_0006289_7	b1042//b2267//
GO_0006298_7	hxpA//b2803//b1411//b2215//b1165//b0930//b2074//b3037//b2910//b0262//
GO_0006301_7	b0156//b1244//b4375//b4565//
GO_0006302_7	b0722//b3229//b1807//b0766//b0696//b3738//b1676//b2843//b0662//
GO_0006304_6	b3961//b1103//b0551//b3513//b0185//b1861//b1812//b1992//b3908//
GO_0006305_7	b0270//b1444//b3209//b4230//
GO_0006306_5	b2383//b0328//b0710//b2382//
GO_0006307_8	b3424//b2195//b0378//b2310//b1636//
GO_0006308_6	b0526//yjgX//b4550//b1389//b0470//b1234//b1091//b2313//b1101//b3780//b3601//b4022//
GO_0006310_6	yeeL//b2092//b3320//b3904//b0170//b4222//b1601//b1927//b1058//b2111//b4130//b3869//b3662//b1878//b2622//b3021//b4702//b0835//b3133//b0023//b3474//b2597//b1625//b3643//b3400//b0345//b1223//b3648//b3195//b4062//b0902//b2362//b1329//b0577//b3741//b1050//b3503//b3633//b1993//b2438//b1421//b3703//b0855//
GO_0006313_4	b4076//b2436//b2542//b1852//b0846//b2518//b2480//
GO_0006323_7	b3783//
GO_0006325_4	b3344//
GO_0006351_6	b2414//b3811//b1545//b0859//b3498//b1593//b4073//b2308//b3083//b1508//b1092//b0680//b1538//b2132//b1841//b0228//b4321//b0650//b2565//b0734//b1704//b2301//b0640//b0781//b3620//b1658//b2567//b2733//b0556//b3268//b2601//b2935//b0638//b0781//b2688//b1737//b3364//b2913//b3330//mltG//b1531//b2918//b1714//b1651//b0337//b1088//b0836//b3834//b2328//b0124//b3125//b3911//b4618//b4149//b0862//b1728//b3370//b0876//b2130//b4315//b2220//b4664//b3092//b3498//b3230//b4379//b3450//b1333//b1398//b3924//b0363//b1890//b0900//b0138//b0168//b3909//b2038//b2308//b3845//b0449//b4346//b3606//b0116//b3592//b0192//b0708//b3121//b3883//b3129//b2796//b3168//b1518//b0940//b4195//b3927//b0763//b3343//b1175//b1018//b3206//b3413//b4665//b0272//b0830//b0088//b3503//b4346//b0945//b3166//b1187//b1394//b2437//b2175//b3564//b1785//b2138//b3105//b1749//b2038//
GO_0006352_7	b0841//b0774//b1045//b4300//
GO_0006353_7	b1199//b0678//
GO_0006354_7	b3464//b2539//b1694//
GO_0006355_7	b0480//b1482//b0134//b3934//b0925//b3918//b0199//b2107//b3771//b3930//b4162//b0191//b0261//b3845//b2592//b4474//b3783//b1012//b3834//b2109//b1259//b3647//b0028//b1496//b0978//b2219//b1270//b0532//b0240//b0084//b2517//b3256//b1270//b0082//b3623//b1256//b1182//b3062//b1622//b1808//b1554//b4035//b2378//b0826//b2619//b1526//b1293//b0931//b0475//b4213//b3510//b1692//b2615//b0188//b4388//b0776//b0408//b4087//b1697//b1814//b4662//b0948//b4083//b2806//b0220//b1411//b0993//b2533//b1103//b0160//b4042//b4349//b2423//b2165//b4267//b1748//b2206//b1900//b2318//b0299//b0466//b2558//b1945//b2709//b2264//b3664//b3959//b1285//b0945//b3084//b0366//b3683//b3216//b3432//b2998//b0483//b0910//b2628//b0572//b0585//b1885//b3691//b4235//b1224//b3737//b2341//b4122//b0524//b0896//b4464//b2608//b0141//b3710//b0090//b4324//b4119//b3940//b3064//b3744//b4326//b3683//insI3//b3304//b2079//b3657//b2533//b2963//b2565//b0550//b2470//b3132//b0068//b1654//insI1//b2551//b1158//b0603//b1432//b3197//b0556//b3564//b4483//b3935//b2667//b0478//b3063//b0678//b4079//b2865//b1620//b1613//b2689//b3189//b0245//b2937//b3366//b4302//b0693//b3199//msrP//b0740//b0473//b2091//b0717//b1126//b0078//b3601//b1821//b4301//b0423//b1320//b3279//b4565//b0859//b2883//b2919//b2269//b1114//b2328//b4337//b2011//b4179//b1379//b3880//b3153//b1719//b2295//b3146//b0641//b2765//b0461//b0873//b4340//b2086//b2577//b2113//b4484//b0997//b1704//b0639//b1015//b0115//b0618//b2064//b0095//b3355//b1637//b1496//b3132//b1046//b3578//b2559//b1253//b1439//b0470//b1992//b2500//b3030//b1887//b0968//b0022//b2037//b0650//b1429//b0685//b2972//b0347//b0854//b2132//b1360//b1191//topAI//b3396//b2935//b2733//b1884//b3192//b0768//b2301//b2400//b2310//b3669//b0097//b4252//b2082//b1778//b3350//b0999//b0092//b3816//b2109//b2539//b1827//b2480//b1922//b3403//b4379//b2554//b4177//b1186//b2476//
GO_0006357_8	b0460//
GO_0006364_9	b0516//b4465//b3331//b3945//b1925//b0969//b4470//b3547//b2435//b4485//b3825//b0238//b4020//b3605//b3609//b2710//b3842//b1579//b0376//b3185//b0081//b3569//b0679//b2827//b2339//b2193//b0723//b0369//b2961//b0414//b4170//b3459//b1709//b4384//b0019//b3140//b2662//b2933//b3633//b3626//b3137//b3426//b4092//
GO_0006378_8	b0264//b3540//
GO_0006379_8	b3891//
GO_0006382_8	b3745//
GO_0006396_7	b0930//b1611//b0076//b0596//b1249//b1324//b2474//b0870//b2731//b3041//b1259//b3736//b0680//b3702//b1133//b1360//b0156//b2302//b1330//b4374//b0460//b4305//b0576//b2690//b3173//b3825//b2758//b2561//b3943//b4666//b4072//b3068//b2536//b1731//b0085//b0596//b0564//b0762//b1767//b2215//b4374//b3458//b2041//b0513//b0925//b0566//b3816//b3782//b4064//b1394//b3148//b3075//b4187//b3307//b0348//b2182//b0802//b4213//b1988//b0775//b3050//b1450//b0097//b1637//b1661//b2527//b1232//b1120//b1249//b3176//b2871//b4335//b3654//b0071//b0171//b0069//b2476//b1831//b1225//b2185//b0059//b1304//b0935//b0045//b2413//b1774//b3135//b3281//b3636//b3511//b3180//mltG//b3176//b1998//b3262//b4554//b0590//b3686//b3702//b0751//b1579//b3005//
GO_0006397_8	b4351//b3703//b2042//
GO_0006399_8	b0555//b2888//b2451//b3563//b1482//b1544//b4198//b4089//b1612//b1769//b2525//b4306//b0341//b4115//b3287//b1682//b3071//b0340//b4076//b1281//b3256//b4141//b3300//b1738//b3423//b0063//b0639//b3355//b2877//b1307//b2465//b3092//b1800//b3680//b4175//b1658//b2820//b0618//b1712//b0566//b3673//b1660//b4089//b3410//b4399//b3457//b0577//b2316//b1563//b1059//b2153//b4478//b4260//b0491//b0722//b2877//b3670//b3454//b3650//b1734//b3438//b2111//b0873//b2964//hprR//b1438//b4528//b2611//b3640//b3479//b2574//b1393//b4392//b3688//b0817//b0550//b0620//b0106//b0509//b1317//b1639//b4003//
GO_0006400_7	b2935//b2289//b0798//b0063//b2411//b0650//hprS//b3221//b3173//b2592//b0605//b2746//b2400//b0152//b0087//b4025//b2957//b1507//b0811//b2787//b1037//b1122//b1692//b2990//b2682//b0241//b0171//b3952//b2842//b2107//b2822//b1433//b3705//b0724//b1050//b2774//b4340//b1709//b3071//b0934//b1472//b2976//b1342//b3072//b1603//b2512//b1139//b0156//b2837//
GO_0006401_6	b1855//b4565//b3520//b3631//b0473//b0764//b1337//b0504//b0340//b0346//b0404//b3872//b4128//b2096//b0603//b1530//b3775//b1804//qorA//b1042//b2677//b2143//
GO_0006402_7	b3198//b3289//b0440//b3064//b2022//b0990//b2760//b3889//b3985//b2121//rpnC//
GO_0006412_6	b2004//b2835//b3900//b0069//b3313//b4705//b4220//b0949//b2599//b0045//b2821//b2785//b0410//b0381//b3501//b0632//b0565//ftp//b0399//b0685//b3460//b0443//b3341//b3954//b0299//b0239//b4124//b1380//b3244//b2022//b4187//b1082//b0331//b3727//b1587//b0939//b2926//hprR//b0441//b4506//b3417//b3842//b4041//b1881//b2757//b0836//b2839//b3130//b3789//b4359//b2313//
GO_0006413_4	b4317//b4172//b3056//
GO_0006414_6	b1212//b3509//b2307//b1292//b3127//b0970//b1863//b3410//b0170//
GO_0006415_7	gpr//b1211//b0478//b2092//b1621//b2592//b2961//
GO_0006417_7	b0069//b0754//b2536//b2532//b2757//b3453//b1985//b3689//b3415//b0118//b2962//b3702//b2808//b0198//b3568//b2486//b1018//b3982//b3393//b0054//b3706//b0377//b2121//b0401//b1713//b4078//b3339//b0125//b0532//b3641//b0041//b1658//b0173//b4072//b3601//b3688//b3206//b2727//b1779//
GO_0006418_7	b4376//b4637//b3224//b4705//b1244//b3459//b2741//b3386//b1447//b3515//b2897//b1211//b4042//b2153//b3135//b3029//b3118//b1808//b0183//b2470//b3800//b4227//b2606//b4481//b0727//
GO_0006419_8	b1342//
GO_0006420_8	b1298//
GO_0006421_8	b1071//
GO_0006422_8	b3956//
GO_0006423_8	b1912//
GO_0006424_8	b1895//b4399//
GO_0006425_8	b3210//
GO_0006427_8	b3052//
GO_0006428_8	b1715//
GO_0006429_8	b3221//
GO_0006430_8	b4471//b1593//
GO_0006431_8	b0237//
GO_0006432_8	b2335//b3494//
GO_0006433_8	b0469//
GO_0006434_8	b1167//
GO_0006435_8	b4062//
GO_0006436_8	b3110//
GO_0006437_8	b2743//
GO_0006438_8	b2743//
GO_0006446_8	b0296//b0170//b0959//b3963//b2616//b0628//b2193//
GO_0006448_8	b3029//b2219//b2755//b2516//b1079//
GO_0006450_4	b0633//b4359//b2318//b0962//b0789//b2750//b2913//b1764//b3930//b1166//
GO_0006451_7	b4237//
GO_0006457_3	b1118//b3229//b0033//b0598//b3693//b0305//b3990//b2962//b1856//b0741//b3166//b3082//b1521//b4025//b1860//b0804//b4147//b3009//b3057//b3620//b1711//b3607//b2946//b3309//b2521//b3742//b4148//b2798//b0724//b3839//b3564//b3237//b3137//b1885//b2525//b3046//b1378//b4321//b0504//b1617//
GO_0006458_4	b0627//b3180//b2502//b0328//b4235//b2311//b1467//b2369//
GO_0006464_6	b1978//b2892//b0318//b1654//b2798//b3831//b0620//b1269//b0555//b2683//b1415//b3456//b2216//b0071//b3463//b0973//b1249//b4298//b3400//b0063//b1441//b2374//b1748//b3223//b1973//b0894//b0565//b4027//b3588//b0365//b1184//b2508//b0241//b1696//b2027//b3794//b3722//b3241//b4476//b0805//b0659//b4086//b0915//b3180//b0472//b3303//b0997//b1787//b4316//b1375//b0633//b3732//b3843//b3294//b0995//b3824//b0771//b1225//b1131//b2756//b1902//b1341//b3705//b0215//b2867//b2132//b1045//b3117//b2976//b4394//b3590//b2213//b3498//b0724//b2844//b2577//b2712//b2235//b0484//b1222//b3066//b4239//b1469//b0799//b0877//b0405//b2416//b2687//b0032//b0450//b4245//b2243//b1162//b3282//b0550//b0299//b0480//b1130//b3744//b1206//b0789//b0008//b2587//b0015//b0546//b0195//b0073//b2032//b1956//b3699//b2742//b2665//b2741//b0276//b3185//b0710//b3317//b3281//b2100//b1434//b1058//b2740//b3345//b0629//b3071//b1594//b4035//b3866//b0460//b4221//b3062//b3643//b2243//b3235//b0341//b1297//b1763//b1413//b1987//b3008//b1749//b0162//
GO_0006465_6	b2061//b0161//b1088//
GO_0006468_7	b2751//b0082//b3525//b0649//b0847//b2328//b1939//b3413//b1694//b3616//b1593//b2829//b3024//b3083//b2193//b0932//b2388//rpnC//b3130//b0530//b1597//b0578//b3748//b1709//b0439//b4389//b1048//b3213//b4119//b2042//b1328//b1191//b1860//b0529//b1987//hprR//b3493//b2748//b3305//b0425//b0345//b0876//b0426//b1701//b3676//b3289//b0435//b1807//b1507//b3633//b1395//b0739//b1120//
GO_0006470_7	b3747//b1939//b1780//b1863//b0398//b0368//b1378//b2399//b2837//b4207//b2537//b4267//b3601//b2048//b2665//b0972//
GO_0006473_8	b3182//b1252//b1530//b1201//b2923//b0921//b2961//b2615//b1289//b4340//b0534//b2155//
GO_0006474_6	b3701//b3009//b3216//b3843//b3642//
GO_0006475_9	b3503//b2014//
GO_0006476_8	b0630//b1092//b2376//
GO_0006479_5	b0943//b2220//b2821//b2114//b2819//b2437//b0982//b0465//
GO_0006480_6	b1602//
GO_0006486_5	b2761//
GO_0006490_5	b0879//
GO_0006497_7	b3659//
GO_0006508_5	b1807//b0348//b3645//b4340//b0155//b0896//b2798//b0154//b3722//b0394//b1203//b2532//b1112//b0400//b0036//b2241//b3255//b2784//b4003//b0490//b2525//b2077//b2126//b1599//b1444//b3529//b0728//b0528//b2182//b2149//b4289//b1684//b3876//b0333//b3929//b0956//b2234//b3813//b3556//b1883//b2930//b3343//b3813//b3139//b4501//b3657//b3499//b0365//b4513//b4664//b2364//b1077//b2480//b0432//b2631//
GO_0006515_7	b1270//b1205//b4128//b4321//
GO_0006517_6	b1348//b3628//b0398//b3345//
GO_0006518_5	b0842//b2282//b0294//b0096//b0758//b0161//b2821//b4586//b2425//b3141//b0397//b0887//b0378//b2451//b2567//b3878//b2100//b3973//b1073//b1314//b4028//b1349//b2048//b1118//b0331//b4377//b1086//b4291//b2105//b4111//b0808//b0838//b3826//b4393//b1638//b0588//b0770//b4389//b4118//b1848//b0106//b1994//b3034//b2546//b0863//b2153//b0315//b4074//b2161//b1040//b4087//b3192//b2793//b3997//b0662//b0156//b0823//b1306//b0421//b0303//b2170//b0411//b0031//b0231//b3615//b3850//b0143//b0813//b1902//b0968//b0344//b1105//b3904//b0419//b2409//b3620//b3428//
GO_0006520_4	b0784//b3829//b0775//b2493//b1326//b0981//b4351//b2925//b1531//b0388//b4178//b0418//b3305//b1384//b4252//b2731//b2515//b2074//b3647//b1499//b3710//b1920//b4069//b3256//b1126//b3516//b1655//b0089//b3516//b3127//b0797//b0171//b3915//b3006//b3599//b4618//b3785//b1472//b2558//b3236//b0757//b0036//b3073//b1859//b4076//b1719//b1703//b2131//b0504//b0777//b2865//b3553//b1887//b3017//b4144//b0154//b1741//b2133//b4035//b2916//b0350//b2570//b1244//b1833//b1210//b0516//b2746//b2894//b2690//b3268//b1022//b1772//b1798//b0699//b0507//b0053//b3895//b1327//b0943//b0375//b3846//b2476//b2916//b3590//b1388//b3515//b0721//b3534//b4478//b1139//b0304//b0781//b2511//b2918//b2476//b4485//b3457//b3571//b0460//b2262//b0465//b2630//b2277//b0840//b1221//b3486//b2038//b0574//b1849//b1140//b1445//b2206//b3349//insI4//b0239//b3985//b3626//b1482//b3268//b1380//b0797//b1261//b4559//b0611//b2198//b1489//b4227//b1775//b0651//b1394//b3408//b3022//b0208//b3199//b0161//b2774//rpnB//b1885//b1576//b3244//b1234//b4383//b2770//b4428//b1535//b0614//b0621//b1329//b1238//b1818//b0043//b0072//b1832//b1686//b4117//b3954//b1237//b3629//b1199//b3511//b3298//b0731//b4565//b2731//b1967//b2347//b0508//b0025//b2712//b1475//b1496//b4124//b3454//b2926//b1009//b2344//b4252//b2725//b0466//b0847//b4055//b4173//b2209//b2975//b0937//b2301//b2925//b2307//b1713//b3908//b3769//b3417//b0758//b1380//b0692//b2667//b0276//b4225//b3621//b3020//b4170//b1183//
GO_0006521_6	b0937//b2436//b2553//
GO_0006522_7	b4565//glsA2//b1861//b3909//b0003//b0604//b2040//
GO_0006523_8	b4474//b3255//b3554//b3063//
GO_0006524_8	b2949//b3652//b1342//
GO_0006525_7	b2256//b1679//b3424//b0852//b2786//b2302//b1163//b3667//b3189//b3619//b3559//b3518//b0895//b4059//b2533//b2715//b1864//b3693//b0300//b0785//b0406//
GO_0006526_8	b1079//b3741//b0301//b2673//b3972//b3235//b2193//b3731//b3155//b3789//b3708//b2411//b1163//
GO_0006527_8	b2798//b3718//b1165//b0472//b4050//b2212//b0947//b3879//b3047//
GO_0006528_6	b3113//b4171//b3459//b4077//
GO_0006529_7	b3707//b2132//
GO_0006530_7	b0878//b2606//
GO_0006531_7	b4315//b1677//b4665//b2334//b1323//b0887//b1870//b4125//
GO_0006532_8	b0179//b0962//
GO_0006534_6	b1113//b4076//b2673//b2734//b1363//b2527//b4372//b1183//b3428//b0481//b4319//b1540//b1985//
GO_0006535_8	b3942//b0054//b3875//
GO_0006536_7	b2742//b2628//b4136//b4269//b4170//b1499//b2827//b4346//b0697//b0526//b3135//b3891//b2542//insI3//b1514//
GO_0006537_8	b4313//b2094//b3960//b0186//b0889//b4130//b0940//
GO_0006538_8	b1200//b2961//
GO_0006541_7	b3008//b1812//b3931//b1831//b3909//b3520//b1024//b2883//b4093//b0009//b3056//b1861//
GO_0006542_8	b0980//b0657//
GO_0006543_8	b1815//b4146//b2074//b0958//
GO_0006544_5	b2906//b0698//b2297//b3574//b4335//b0776//
GO_0006545_6	b4120//b2913//
GO_0006546_6	b1533//b2281//b0732//b3585//b2037//
GO_0006547_6	b3410//b2828//b1956//b1545//b0080//b0875//b2739//b1857//
GO_0006549_6	b0804//b0221//b0124//b1225//b2079//b0420//b2308//
GO_0006551_6	b1294//b0003//b0767//b0112//glsA1//b0158//b0072//
GO_0006553_7	b3709//b1202//b1991//b0140//b1732//b2015//b1034//b4148//b0896//b0831//b0881//b4266//b2164//b3295//
GO_0006554_8	b4081//b1890//
GO_0006555_6	b2957//b0491//b4258//b2584//b1292//b2032//b3183//b2232//b3179//b3791//
GO_0006556_5	b3389//
